"obj","site1","site2","site3","site4"
0.34806495051824,5,7,20,24
0.348064759805827,7,19,20,24
0.348064759805827,7,20,23,24
0.348062081428891,8,13,16,21
0.348053950612482,1,7,24,28
0.348040336781438,12,14,19,22
0.348040336781438,12,14,22,23
0.348036775213935,8,16,22,25
0.348036775213935,8,16,22,28
0.348036387419537,4,11,14,19
0.348032038328972,3,5,21,29
0.348031400243187,2,5,11,27
0.348031400243187,2,8,11,27
0.348031400243187,2,8,12,27
0.348031400243187,2,11,12,27
0.348031400243187,2,11,27,30
0.348029267903055,2,3,17,21
0.348029267903055,2,6,17,21
0.348029267903055,2,7,17,21
0.348029267903055,3,6,17,21
0.348029267903055,6,7,17,21
0.348029267903055,6,14,17,21
0.348029267903055,6,17,20,21
0.348029267903055,6,17,21,26
0.348029267903055,6,17,21,27
0.348029267903055,6,17,21,30
0.34801951596573,7,14,21,29
0.348009192873375,11,21,25,31
0.348002722590778,1,6,21,25
0.348000495124344,1,10,20,22
0.347993965764055,5,11,20,24
0.347993965764055,11,12,20,24
0.347993965764055,11,20,21,24
0.347993965764055,11,20,24,26
0.347993965764055,11,20,24,27
0.347993965764055,11,20,24,30
0.347992965721755,8,18,19,24
0.347992965721755,8,18,22,24
0.347992965721755,8,18,23,24
0.347988642972803,8,13,19,31
0.347986906016719,2,3,14,19
0.347986906016719,2,6,14,19
0.347986906016719,2,7,14,19
0.347986906016719,3,6,14,19
0.347986906016719,3,7,14,19
0.347986906016719,6,7,14,19
0.347979632597104,1,10,12,25
0.347979487169959,9,13,16,24
0.347978461913343,12,19,20,24
0.347978461913343,12,20,23,24
0.347977989778338,10,14,17,21
0.347976792797883,1,10,18,24
0.347974175696421,1,10,15,23
0.347972055978101,1,2,3,21
0.347972055978101,1,2,6,21
0.347972055978101,1,3,6,21
0.347972055978101,1,6,21,26
0.347972055978101,1,6,21,27
0.347972055978101,1,6,21,30
0.347969671937101,2,4,23,28
0.347969671937101,4,8,23,28
0.347957089241874,9,20,21,29
0.347955965277182,3,10,17,23
0.347955965277182,6,10,17,23
0.347955965277182,7,10,17,23
0.347950693430766,2,19,24,27
0.347950693430766,2,19,24,30
0.347947562738972,2,14,21,31
0.347934195538983,5,10,15,28
0.347933446566264,3,13,18,21
0.347933117841554,1,7,22,28
0.347929726856745,9,17,24,28
0.347928807612149,6,16,22,31
0.34792517007772,7,13,18,22
0.347919980509022,3,13,19,25
0.347919980509022,3,13,23,25
0.347919980509022,6,13,19,25
0.347919980509022,6,13,23,25
0.347919980509022,7,13,19,25
0.347919980509022,7,13,23,25
0.347917912672339,1,4,6,20
0.347917912672339,2,3,4,20
0.347917912672339,2,4,6,20
0.347917912672339,2,4,7,20
0.347917912672339,2,4,9,20
0.347917912672339,3,4,6,20
0.347917912672339,3,4,8,20
0.347917912672339,4,5,6,20
0.347917912672339,4,6,7,20
0.347917912672339,4,6,8,20
0.347917912672339,4,6,9,20
0.347917912672339,4,6,11,20
0.347917912672339,4,6,12,20
0.347917912672339,4,6,20,26
0.347917912672339,4,6,20,27
0.347917912672339,4,6,20,30
0.347917912672339,4,7,8,20
0.347917912672339,4,8,9,20
0.347913510707575,1,3,20,21
0.347904464565964,3,22,27,31
0.347904464565964,3,22,30,31
0.347904171744792,1,7,20,22
0.347903246126914,2,10,20,24
0.347902200981066,3,15,18,22
0.347896419679355,4,19,22,24
0.347894724028615,6,16,24,25
0.347894724028615,6,16,24,28
0.347893167830589,5,9,19,28
0.347893167830589,9,11,19,28
0.347893167830589,9,12,19,28
0.347885395994588,1,2,16,24
0.347885395994588,1,8,16,24
0.347885395994588,2,8,16,24
0.347885395994588,2,11,16,24
0.347885395994588,5,8,16,24
0.347885395994588,8,11,16,24
0.347885395994588,8,12,16,24
0.347885395994588,8,14,16,24
0.347885395994588,8,16,17,24
0.347885395994588,8,16,20,24
0.347885395994588,8,16,21,24
0.347885395994588,8,16,24,26
0.347885395994588,8,16,24,27
0.347885395994588,8,16,24,30
0.34788190907062,1,2,4,15
0.34788190907062,2,4,5,15
0.34788190907062,2,4,8,15
0.34788190907062,2,4,11,15
0.34788190907062,2,4,12,15
0.34788190907062,2,4,13,15
0.347880411734741,4,9,16,22
0.347870982411667,2,5,20,24
0.347868130773563,9,15,17,21
0.347853992121375,9,13,17,21
0.347853722414002,5,10,12,26
0.347853722414002,10,12,19,26
0.347853722414002,10,12,23,26
0.347852974330663,3,13,14,23
0.347852974330663,6,13,14,23
0.347852974330663,7,13,14,23
0.347848475492663,7,22,27,31
0.347848475492663,7,22,30,31
0.347846245070388,9,10,15,16
0.347842755449493,2,3,24,26
0.347842755449493,2,6,24,26
0.347842755449493,3,6,24,26
0.347842755449493,6,24,26,27
0.347842755449493,6,24,26,30
0.347837703081511,10,14,15,19
0.347835213973604,2,3,4,14
0.347835213973604,2,4,6,14
0.347835213973604,2,4,7,14
0.347835213973604,2,4,9,14
0.347831237486102,9,17,22,25
0.347831237486102,9,17,22,28
0.347825547859157,2,14,21,29
0.347822494107167,8,16,19,21
0.347822494107167,8,16,21,23
0.347822439399633,1,8,12,29
0.347819396892462,6,16,22,29
0.347819248267837,4,5,10,25
0.347812370628713,3,15,19,20
0.347812370628713,3,15,20,23
0.347812370628713,6,15,19,20
0.347812370628713,6,15,20,23
0.347812370628713,7,15,19,20
0.347812370628713,7,15,20,23
0.347805688433625,1,6,9,29
0.34780478528219,1,10,16,21
0.347799177755686,4,12,24,31
0.347795978069737,3,4,11,31
0.347794009447098,9,18,19,21
0.347794009447098,9,18,21,23
0.347787959084715,14,15,19,24
0.347787959084715,14,15,23,24
0.347785991704201,1,6,9,31
0.347785991704201,1,6,12,31
0.347780864352618,1,11,19,29
0.347776935883099,1,7,24,25
0.347773016249533,10,12,26,30
0.347766579004518,6,17,21,25
0.347766579004518,6,17,21,28
0.347765069848638,1,3,18,24
0.347765069848638,3,5,18,24
0.347765069848638,3,9,18,24
0.347765069848638,3,11,18,24
0.347765069848638,3,12,18,24
0.347763168087519,1,2,10,20
0.347763119162186,4,12,22,31
0.3477605827815,3,22,27,29
0.3477605827815,3,22,29,30
0.347756688411917,1,2,17,21
0.347756688411917,1,8,17,21
0.347756688411917,2,8,17,21
0.347756688411917,2,11,17,21
0.347756688411917,5,8,17,21
0.347756688411917,8,11,17,21
0.347756688411917,8,12,17,21
0.347756688411917,8,14,17,21
0.347756688411917,8,17,20,21
0.347756688411917,8,17,21,26
0.347756688411917,8,17,21,27
0.347756688411917,8,17,21,30
0.347755487928477,2,13,18,22
0.347752302374064,4,11,13,23
0.347746770669489,3,15,16,21
0.347745527738343,9,16,22,24
0.347745016997769,11,20,22,31
0.347744385647146,1,7,21,24
0.347741336277105,1,4,8,13
0.347741336277105,4,5,8,13
0.347741336277105,4,8,11,13
0.347741336277105,4,8,12,13
0.347740481164804,7,15,16,22
0.347739588216876,2,11,19,29
0.347739588216876,8,11,19,29
0.347732721198979,2,4,18,24
0.347732721198979,4,8,18,24
0.347727392921492,9,17,24,29
0.347718952810718,3,4,13,20
0.34771655605715,3,10,16,20
0.34771655605715,6,10,16,20
0.34771655605715,7,10,16,20
0.347716086936145,5,15,19,21
0.347716086936145,5,15,21,23
0.347713788681186,10,12,14,28
0.347713634197135,1,10,14,20
0.347712437203357,4,10,14,23
0.347709123297293,11,20,24,25
0.347709123297293,11,20,24,28
0.347707437314824,1,5,12,23
0.347707437314824,1,12,19,23
0.347705036880833,7,22,27,29
0.347705036880833,7,22,29,30
0.347702457093886,8,21,29,31
0.347701005539427,9,10,15,29
0.347695150818421,6,16,24,29
0.347685633585256,9,23,27,29
0.34768050082533,9,17,20,24
0.34768050082533,9,17,21,24
0.34768050082533,9,17,24,26
0.347672728939898,8,10,20,31
0.347670042943774,11,15,17,24
0.34766575988868,1,5,7,21
0.347663146382207,8,16,22,31
0.347658489161904,10,15,16,21
0.347658195983498,1,9,15,23
0.347658195983498,5,9,15,23
0.347658195983498,9,11,15,23
0.347658195983498,9,12,15,23
0.347658195983498,9,13,15,23
0.347658195983498,9,14,15,23
0.347658195983498,9,15,19,23
0.347654558794102,11,13,17,24
0.347650709670859,5,11,21,31
0.347650709670859,11,12,21,31
0.347650709670859,11,21,26,31
0.347650709670859,11,21,27,31
0.347650709670859,11,21,28,31
0.347650709670859,11,21,30,31
0.347650334413143,4,10,18,21
0.347646289168907,8,10,17,23
0.347646289168907,10,11,17,23
0.347643837579026,5,10,18,22
0.347643391590832,1,6,21,28
0.347640007012049,13,17,19,24
0.347640007012049,13,17,23,24
0.347637864301509,1,14,19,22
0.347637864301509,1,14,22,23
0.347636065685159,1,6,12,29
0.347632172545512,8,16,24,25
0.347632172545512,8,16,24,28
0.347632140696954,12,19,21,31
0.347632140696954,12,21,23,31
0.347629663839653,1,2,22,25
0.347629489732608,1,9,23,28
0.347628615537771,9,10,17,30
0.34762762503984,1,2,14,19
0.34762762503984,1,8,14,19
0.34762762503984,2,8,14,19
0.34762762503984,2,11,14,19
0.34762762503984,5,8,14,19
0.34762762503984,8,11,14,19
0.34762762503984,8,12,14,19
0.347623031117551,2,3,13,31
0.347623031117551,2,6,13,31
0.347623031117551,2,7,13,31
0.347623031117551,2,9,13,31
0.347622227348642,11,20,22,29
0.347621734211645,2,4,10,17
0.347621734211645,4,8,10,17
0.347621734211645,4,10,11,17
0.347620186733857,4,12,22,29
0.347617396523082,4,6,20,25
0.347617396523082,4,6,20,28
0.34761398024263,5,23,24,29
0.34760970539106,7,10,23,27
0.347602897122113,2,10,15,30
0.347600243144458,2,3,8,31
0.347600243144458,2,6,8,31
0.347600243144458,2,7,8,31
0.347594663851777,1,2,21,22
0.347594157676535,4,5,19,23
0.347590734276911,2,9,23,28
0.347590734276911,3,9,23,28
0.347590734276911,3,11,23,28
0.347590734276911,3,12,23,28
0.347590734276911,6,9,23,28
0.347590734276911,6,11,23,28
0.347590734276911,6,12,23,28
0.347590734276911,7,9,23,28
0.347590734276911,7,11,23,28
0.347590734276911,7,12,23,28
0.347590734276911,8,9,23,28
0.347580968403929,1,3,16,21
0.347580968403929,3,5,16,21
0.347580968403929,3,9,16,21
0.347580968403929,3,11,16,21
0.347580968403929,3,12,16,21
0.347576620646429,1,7,16,22
0.347576620646429,5,7,16,22
0.347576620646429,7,9,16,22
0.347576620646429,7,11,16,22
0.347576620646429,7,12,16,22
0.347569127968517,11,15,17,22
0.34756701323352,5,10,13,25
0.34756701323352,10,12,13,25
0.34756701323352,10,13,19,25
0.34756701323352,10,13,23,25
0.34756701323352,10,13,25,28
0.347566205251792,2,15,16,22
0.34755627915591,9,17,24,31
0.347554184414597,8,16,22,29
0.347552909351074,3,7,16,22
0.347552909351074,3,14,16,22
0.347552909351074,3,16,17,22
0.347552909351074,3,16,20,22
0.347552909351074,3,16,21,22
0.347552909351074,3,16,22,26
0.347552909351074,3,16,22,27
0.347552909351074,3,16,22,30
0.347552590616227,11,13,17,22
0.347552235881751,6,22,26,31
0.347549691703171,1,7,23,31
0.347548935988649,4,6,30,31
0.347547901501679,4,6,27,29
0.347547779332346,11,21,25,29
0.347547046296119,2,4,16,21
0.347547046296119,4,8,16,21
0.347541573447616,1,10,13,26
0.347533203322228,7,13,18,24
0.347531617606727,1,11,14,21
0.347531617606727,5,11,14,21
0.347531617606727,11,12,14,21
0.347531617606727,11,14,20,21
0.347531617606727,11,14,21,26
0.347531617606727,11,14,21,27
0.347531617606727,11,14,21,30
0.347531269003566,6,13,14,20
0.347527423647052,8,15,19,20
0.347527423647052,8,15,20,23
0.347526322378589,6,16,24,31
0.347526277551613,1,8,11,31
0.347526277551613,1,8,12,31
0.347525405929672,2,5,12,31
0.347515116867117,12,14,19,21
0.347515116867117,12,14,21,23
0.347511415830441,5,11,21,29
0.347511415830441,11,12,21,29
0.347511415830441,11,21,26,29
0.347511415830441,11,21,27,29
0.347511415830441,11,21,29,30
0.347510533010572,3,15,18,24
0.347506088450161,2,4,15,23
0.347506088450161,4,8,15,23
0.34749447192151,8,17,21,25
0.34749447192151,8,17,21,28
0.347494393298081,10,13,14,23
0.347492585547301,12,19,21,29
0.347492585547301,12,21,23,29
0.347487125414645,1,6,11,31
0.347485185675952,11,20,24,29
0.347479941895964,1,6,13,20
0.347479941895964,2,3,13,20
0.347479941895964,2,6,13,20
0.347479941895964,2,7,13,20
0.347479941895964,2,9,13,20
0.347479941895964,3,6,13,20
0.347479941895964,3,8,13,20
0.347479941895964,5,6,13,20
0.347479941895964,6,7,13,20
0.347479941895964,6,8,13,20
0.347479941895964,6,9,13,20
0.347479941895964,6,11,13,20
0.347479941895964,6,12,13,20
0.347479941895964,6,13,20,26
0.347479941895964,6,13,20,27
0.347479941895964,6,13,20,30
0.347479941895964,7,8,13,20
0.347479941895964,8,9,13,20
0.34747655017789,4,9,16,24
0.34747533470764,5,10,15,31
0.34746265337791,2,9,27,31
0.347462470675837,1,10,20,21
0.347462357267441,1,2,9,26
0.347453630844453,4,10,23,30
0.347453482174761,9,17,22,31
0.347450515307949,1,7,20,24
0.347446270259305,1,4,10,26
0.347445572264117,1,7,10,25
0.347445570439243,4,9,19,25
0.347445570439243,4,9,23,25
0.347439649907422,8,10,16,20
0.347439649907422,10,11,16,20
0.347433862487475,3,4,18,21
0.34743303765165,8,16,24,29
0.347431347265079,4,7,18,22
0.347425945224711,10,15,18,24
0.347424624806078,9,17,24,25
0.347416252135817,2,8,23,31
0.347416252135817,5,8,23,31
0.347416252135817,8,19,23,31
0.347410397612313,6,22,26,29
0.347408633424989,9,14,19,20
0.347408633424989,9,14,20,23
0.347402301438545,1,2,24,28
0.347401455570595,2,5,16,22
0.347401455570595,2,12,16,22
0.347387855145708,3,10,13,16
0.347387855145708,6,10,13,16
0.347387855145708,7,10,13,16
0.347387855145708,9,10,13,16
0.34738501422365,6,17,21,31
0.347383619797393,5,23,24,31
0.347381589339111,3,15,19,28
0.347381589339111,6,15,19,28
0.347381589339111,7,15,19,28
0.347380752485169,11,16,19,22
0.347380752485169,11,16,22,23
0.347375313211468,1,9,23,29
0.347372688933887,5,9,11,30
0.347372688933887,9,11,12,30
0.34737155659526,4,9,14,23
0.347365728420455,2,13,18,24
0.34736565219428,2,5,10,20
0.347360966674135,3,13,19,30
0.347360966674135,3,13,23,30
0.347360966674135,6,13,19,30
0.347360966674135,6,13,23,30
0.347360966674135,7,13,19,30
0.347360966674135,7,13,23,30
0.347357105117588,1,2,13,23
0.347357105117588,1,8,13,23
0.347357105117588,2,8,13,23
0.347357105117588,2,11,13,23
0.347357105117588,5,8,13,23
0.347357105117588,8,11,13,23
0.347357105117588,8,12,13,23
0.347357105117588,8,13,19,23
0.347353969781212,9,15,23,28
0.347346860352004,2,13,14,19
0.34734357478909,9,17,22,29
0.347340648948197,2,5,12,13
0.347340511142561,7,15,16,24
0.347336753985927,2,9,23,29
0.347336753985927,3,9,23,29
0.347336753985927,3,11,23,29
0.347336753985927,3,12,23,29
0.347336753985927,6,9,23,29
0.347336753985927,6,11,23,29
0.347336753985927,6,12,23,29
0.347336753985927,7,9,23,29
0.347336753985927,7,11,23,29
0.347336753985927,7,12,23,29
0.347336753985927,8,9,23,29
0.347335533096284,7,13,16,21
0.347332686995682,4,9,17,21
0.347330372637625,2,8,10,25
0.347330372637625,5,8,10,25
0.347330372637625,8,10,19,25
0.347330372637625,8,10,23,25
0.347330372637625,8,10,25,28
0.347328993143233,1,2,5,23
0.347320854887366,11,23,30,31
0.347319380861642,11,13,14,19
0.347314324317404,2,19,24,29
0.347309382031204,9,19,28,31
0.347307666855038,3,19,20,24
0.347307666855038,3,20,23,24
0.347307666855038,6,19,20,24
0.347307666855038,6,20,22,24
0.347307666855038,6,20,23,24
0.347298831570634,1,11,20,21
0.347296381106755,3,16,22,25
0.347296381106755,3,16,22,28
0.3472954516507,11,20,24,31
0.347292010073531,2,13,19,28
0.34728893813029,1,12,19,31
0.347283801593916,3,18,22,24
0.34727647257319,4,10,15,25
0.347276383711071,2,4,27,31
0.347274796806631,5,12,24,27
0.347274796806631,5,12,24,30
0.347274796806631,12,24,27,30
0.347274086153415,6,17,21,29
0.347271748185158,1,3,15,20
0.347271748185158,3,5,15,20
0.347271748185158,3,9,15,20
0.347271748185158,3,11,15,20
0.347271748185158,3,12,15,20
0.347271748185158,3,13,15,20
0.347271721778262,1,2,22,28
0.347264209211818,8,16,24,31
0.347264153290395,11,13,19,28
0.347262261446817,3,4,12,29
0.347255168971555,6,24,26,29
0.347254115276836,3,10,13,18
0.347254115276836,6,10,13,18
0.347254115276836,7,10,13,18
0.347254115276836,9,10,13,18
0.347254115276836,9,10,15,18
0.347245492901879,11,14,21,25
0.347245492901879,11,14,21,28
0.347236478772224,2,4,15,20
0.347236478772224,4,8,15,20
0.347229549783213,1,10,14,28
0.347229109803836,1,6,18,21
0.347229109803836,2,9,18,21
0.347229109803836,3,8,18,21
0.347229109803836,5,6,18,21
0.347229109803836,6,8,18,21
0.347229109803836,6,9,18,21
0.347229109803836,6,11,18,21
0.347229109803836,6,12,18,21
0.347229109803836,7,8,18,21
0.347229109803836,8,9,18,21
0.347217185859073,10,12,14,31
0.347205986718369,2,3,18,22
0.347205986718369,2,6,18,22
0.347205986718369,2,7,18,22
0.347205986718369,3,6,18,22
0.347205986718369,3,18,19,22
0.347205986718369,3,18,22,23
0.347205986718369,6,7,18,22
0.347205986718369,6,14,18,22
0.347205986718369,6,16,18,22
0.347205986718369,6,17,18,22
0.347205986718369,6,18,19,22
0.347205986718369,6,18,20,22
0.347205986718369,6,18,21,22
0.347205986718369,6,18,22,23
0.347205986718369,6,18,22,26
0.347205986718369,6,18,22,27
0.347205986718369,6,18,22,30
0.347205986718369,7,18,19,22
0.347205986718369,7,18,22,23
0.347186694966937,6,13,20,25
0.347186694966937,6,13,20,28
0.347185869187374,11,21,28,29
0.347180970263953,4,6,20,31
0.347177213550013,5,10,18,21
0.347176836822307,1,7,16,24
0.347176836822307,5,7,16,24
0.347176836822307,7,9,16,24
0.347176836822307,7,11,16,24
0.347176836822307,7,12,16,24
0.347175585665885,4,5,19,31
0.347173695430337,2,10,13,17
0.347171307657537,1,4,11,30
0.347171307657537,4,5,11,30
0.347171307657537,4,11,12,30
0.347168562787652,2,15,16,24
0.347166660475541,1,9,19,20
0.347166660475541,1,9,20,23
0.347166289305274,1,6,21,31
0.347163864509072,10,12,23,28
0.347158257597849,2,13,16,21
0.347153443799373,3,7,16,24
0.347153443799373,3,14,16,24
0.347153443799373,3,16,17,24
0.347153443799373,3,16,20,24
0.347153443799373,3,16,21,24
0.347153443799373,3,16,24,26
0.347153443799373,3,16,24,27
0.347153443799373,3,16,24,30
0.347147401319817,2,4,23,29
0.347147401319817,4,8,23,29
0.347145644622161,4,11,17,24
0.347136320049069,2,9,19,20
0.347136320049069,2,9,20,23
0.347136320049069,3,9,19,20
0.347136320049069,3,9,20,23
0.347136320049069,3,11,19,20
0.347136320049069,3,11,20,23
0.347136320049069,3,12,19,20
0.347136320049069,3,12,20,23
0.347136320049069,6,9,19,20
0.347136320049069,6,9,20,23
0.347136320049069,6,11,19,20
0.347136320049069,6,11,20,23
0.347136320049069,6,12,19,20
0.347136320049069,6,12,20,23
0.347136320049069,7,9,19,20
0.347136320049069,7,9,20,23
0.347136320049069,7,11,19,20
0.347136320049069,7,11,20,23
0.347136320049069,7,12,19,20
0.347136320049069,7,12,20,23
0.347136320049069,8,9,19,20
0.347136320049069,8,9,20,23
0.347133415389086,1,2,24,25
0.347123179479507,9,10,17,26
0.347119202834319,11,18,19,24
0.347119202834319,11,18,23,24
0.347119163996143,2,8,20,21
0.347119163996143,5,8,20,21
0.347119163996143,8,20,21,26
0.347119163996143,8,20,21,27
0.347119163996143,8,20,21,30
0.347119134014188,2,7,22,25
0.347119134014188,6,7,22,25
0.347119134014188,7,19,22,25
0.347119134014188,7,22,23,25
0.347117692738974,2,3,13,14
0.347117692738974,2,6,13,14
0.347117692738974,2,7,13,14
0.347117692738974,2,9,13,14
0.347113377914142,8,17,21,31
0.347108932613618,7,14,17,24
0.347108932613618,7,17,24,27
0.347108932613618,7,17,24,30
0.347107288289546,1,14,19,21
0.347107288289546,1,14,21,23
0.347100180865786,10,13,25,31
0.347092736473209,1,2,21,24
0.347090056245314,2,5,10,28
0.347085977811366,2,10,15,26
0.347080734806516,10,13,20,29
0.34707748557365,2,7,21,22
0.34707748557365,6,7,21,22
0.34707748557365,7,19,21,22
0.34707748557365,7,21,22,23
0.347075212230482,3,8,23,27
0.347075212230482,6,8,23,27
0.347075212230482,7,8,23,27
0.347059803971762,1,10,13,27
0.347058551675744,3,22,26,27
0.347058551675744,3,22,26,30
0.347055851192024,8,15,19,28
0.347045804220971,4,7,18,24
0.347040247650426,4,11,19,26
0.347040247650426,4,11,23,26
0.347038318639738,9,13,18,22
0.347038318639738,9,15,18,22
0.347037555483455,4,11,17,22
0.347035801866437,6,24,26,31
0.347028041729144,1,6,21,29
0.347023994010147,8,13,23,28
0.347022027587113,1,7,17,21
0.347022027587113,5,7,17,21
0.347022027587113,7,9,17,21
0.347022027587113,7,11,17,21
0.347022027587113,7,12,17,21
0.347019404195705,5,10,13,30
0.347019404195705,10,12,13,30
0.347019404195705,10,13,19,30
0.347019404195705,10,13,23,30
0.347017843486048,10,14,16,22
0.347017344553949,2,4,19,20
0.347017344553949,2,4,20,23
0.347017344553949,4,8,19,20
0.347017344553949,4,8,20,23
0.347013771384007,2,10,24,28
0.347012045175427,2,12,23,27
0.347011987742391,3,6,9,27
0.347011987742391,3,6,12,27
0.347011987742391,5,6,9,27
0.347011987742391,5,6,12,27
0.347011987742391,6,7,9,27
0.347011987742391,6,7,12,27
0.347011987742391,6,9,12,27
0.347011987742391,6,9,27,30
0.347011987742391,6,12,27,30
0.347008223862142,1,8,19,27
0.347004562385066,7,22,26,27
0.347004562385066,7,22,26,30
0.347004022955544,2,5,16,24
0.347004022955544,2,12,16,24
0.347002918991246,8,17,21,29
0.347000401921545,7,14,17,22
0.347000401921545,7,17,20,22
0.347000401921545,7,17,21,22
0.347000401921545,7,17,22,26
0.347000401921545,7,17,22,27
0.347000401921545,7,17,22,30
0.346997780210298,3,7,17,21
0.346997780210298,3,14,17,21
0.346997780210298,3,17,20,21
0.346997780210298,3,17,21,26
0.346997780210298,3,17,21,27
0.346997780210298,3,17,21,30
0.346994671825136,2,17,19,24
0.346994671825136,2,17,23,24
0.346987408910811,3,4,14,20
0.34698730431821,1,2,19,21
0.34698730431821,1,2,21,23
0.346986924142488,1,5,10,27
0.346982386312194,1,3,14,23
0.346982386312194,1,6,14,23
0.346982386312194,1,7,14,23
0.346982386312194,2,9,14,23
0.346982386312194,3,5,14,23
0.346982386312194,3,8,14,23
0.346982386312194,3,9,14,23
0.346982386312194,3,11,14,23
0.346982386312194,3,12,14,23
0.346982386312194,5,6,14,23
0.346982386312194,5,7,14,23
0.346982386312194,6,8,14,23
0.346982386312194,6,9,14,23
0.346982386312194,6,11,14,23
0.346982386312194,6,12,14,23
0.346982386312194,7,8,14,23
0.346982386312194,7,9,14,23
0.346982386312194,7,11,14,23
0.346982386312194,7,12,14,23
0.346982386312194,8,9,14,23
0.346981912961986,5,11,23,27
0.346981912961986,11,12,23,27
0.346981912961986,11,19,23,27
0.346981912961986,11,23,27,30
0.346968209544818,6,15,18,21
0.346959676320704,5,10,19,23
0.346958045578121,6,18,22,25
0.346958045578121,6,18,22,28
0.346956489317351,5,12,13,19
0.346947328090864,1,2,18,22
0.346947328090864,1,8,18,22
0.346947328090864,2,8,18,22
0.346947328090864,2,11,18,22
0.346947328090864,5,8,18,22
0.346947328090864,8,11,18,22
0.346947328090864,8,12,18,22
0.346947328090864,8,14,18,22
0.346947328090864,8,16,18,22
0.346947328090864,8,17,18,22
0.346947328090864,8,18,19,22
0.346947328090864,8,18,20,22
0.346947328090864,8,18,21,22
0.346947328090864,8,18,22,23
0.346947328090864,8,18,22,26
0.346947328090864,8,18,22,27
0.346947328090864,8,18,22,30
0.346937925134481,3,22,29,31
0.346934064931801,2,14,17,24
0.346928280782863,10,12,26,31
0.346928227860062,5,9,19,26
0.346928227860062,5,9,23,26
0.346928227860062,9,11,19,26
0.346928227860062,9,11,23,26
0.346928227860062,9,12,19,26
0.346928227860062,9,12,23,26
0.346928227860062,9,19,23,26
0.346927457924717,1,10,18,22
0.346925772664833,3,15,19,31
0.346925772664833,6,15,19,31
0.346925772664833,7,15,19,31
0.346923373911088,3,16,22,31
0.346921261960426,4,12,22,26
0.346913381811531,4,23,24,27
0.346913381811531,4,23,24,30
0.346912728344737,11,17,22,24
0.346911937985794,9,15,23,31
0.346910998466526,5,10,15,23
0.346910764062753,10,12,23,29
0.346907754694435,1,3,9,27
0.346907754694435,1,3,12,27
0.346901022240994,3,16,24,25
0.346901022240994,3,16,24,28
0.34689730538533,11,16,19,21
0.34689730538533,11,16,21,23
0.346893446079852,2,7,24,28
0.346893446079852,6,7,24,28
0.346888810857876,1,3,8,15
0.346888810857876,1,6,8,15
0.346888810857876,1,7,8,15
0.346888810857876,1,8,9,15
0.346888810857876,3,5,8,15
0.346888810857876,3,6,8,15
0.346888810857876,3,7,8,15
0.346888810857876,3,8,9,15
0.346888810857876,3,8,11,15
0.346888810857876,3,8,12,15
0.346888810857876,3,8,13,15
0.346888810857876,5,6,8,15
0.346888810857876,5,7,8,15
0.346888810857876,5,8,9,15
0.346888810857876,6,7,8,15
0.346888810857876,6,8,9,15
0.346888810857876,6,8,11,15
0.346888810857876,6,8,12,15
0.346888810857876,6,8,13,15
0.346888810857876,7,8,9,15
0.346888810857876,7,8,11,15
0.346888810857876,7,8,12,15
0.346888810857876,7,8,13,15
0.346888810857876,8,9,11,15
0.346888810857876,8,9,12,15
0.346888810857876,8,9,13,15
0.346887899449141,3,4,9,29
0.346886698635159,7,10,30,31
0.346885354503205,9,19,26,30
0.346885354503205,9,23,26,30
0.346884440490873,7,22,29,31
0.346883978769936,7,10,27,29
0.346878240522635,9,14,19,28
0.346860827692942,2,7,19,29
0.346860827692942,3,7,19,29
0.346860827692942,6,7,19,29
0.346853591665878,7,17,24,28
0.346850093339937,2,7,20,22
0.346850093339937,6,7,20,22
0.346850093339937,7,19,20,22
0.346850093339937,7,20,22,23
0.346848540602325,9,15,16,21
0.346843843444668,3,4,10,16
0.346843843444668,4,6,10,16
0.346843843444668,4,7,10,16
0.346843843444668,4,9,10,16
0.346842902257391,2,5,17,21
0.346842902257391,2,12,17,21
0.346836213767529,1,10,22,25
0.346831481626376,1,2,9,28
0.346829569731295,11,14,21,31
0.34682774931423,8,20,21,25
0.34682774931423,8,20,21,28
0.346823938126549,3,4,8,26
0.346823938126549,4,6,8,26
0.346823938126549,4,7,8,26
0.346823938126549,4,8,9,26
0.346823431020187,2,14,17,22
0.346823375193569,2,3,18,24
0.346823375193569,2,6,18,24
0.346823375193569,2,7,18,24
0.346823375193569,3,6,18,24
0.346823375193569,6,7,18,24
0.346823375193569,6,14,18,24
0.346823375193569,6,16,18,24
0.346823375193569,6,17,18,24
0.346823375193569,6,18,20,24
0.346823375193569,6,18,21,24
0.346823375193569,6,18,24,26
0.346823375193569,6,18,24,27
0.346823375193569,6,18,24,30
0.346819611500288,4,7,16,21
0.346815479304736,3,16,22,29
0.34680379790802,8,10,25,31
0.346800725465104,2,4,14,15
0.346800690233707,5,10,12,20
0.346800690233707,10,12,19,20
0.346800690233707,10,12,20,23
0.346800690233707,10,12,20,26
0.346800690233707,10,12,20,27
0.346800690233707,10,12,20,30
0.346790727356385,1,10,21,22
0.34678956743789,2,13,19,31
0.346788132790194,3,13,19,26
0.346788132790194,3,13,23,26
0.346788132790194,6,13,19,26
0.346788132790194,6,13,23,26
0.346788132790194,7,13,19,26
0.346788132790194,7,13,23,26
0.346785242375091,4,10,15,30
