"obj","site1","site2","site3","site4"
0.393911105355473,1,4,5,29
0.393742739391707,8,10,12,19
0.393538206186448,1,3,4,19
0.393538206186448,1,4,6,19
0.393538206186448,1,4,7,19
0.393538206186448,2,3,4,19
0.393538206186448,2,4,6,19
0.393538206186448,2,4,7,19
0.393538206186448,3,4,5,19
0.393538206186448,3,4,6,19
0.393538206186448,3,4,7,19
0.393538206186448,3,4,8,19
0.393538206186448,4,5,6,19
0.393538206186448,4,5,7,19
0.393538206186448,4,6,7,19
0.393538206186448,4,6,8,19
0.393538206186448,4,7,8,19
0.393318078690128,1,7,10,19
0.393269764426618,2,4,10,29
0.393151856391694,2,8,10,19
0.393151856391694,5,8,10,19
0.392784602635499,5,7,10,30
0.392553413780976,4,5,10,19
0.392416559922414,1,2,4,9
0.392416559922414,2,3,4,9
0.392416559922414,2,3,4,12
0.392416559922414,2,4,5,9
0.392416559922414,2,4,6,9
0.392416559922414,2,4,6,12
0.392416559922414,2,4,7,9
0.392416559922414,2,4,7,12
0.392416559922414,2,4,9,12
0.392392881846024,2,5,10,11
0.392392881846024,2,8,10,11
0.392392881846024,2,10,11,12
0.392392881846024,5,8,10,11
0.392392881846024,5,10,11,12
0.392392881846024,8,10,11,12
0.39212845997126,2,10,12,19
0.392028294684779,5,6,10,19
0.391953336211239,3,5,10,19
0.391758611765485,1,7,10,30
0.391399310120652,1,2,3,9
0.391399310120652,1,2,5,9
0.391399310120652,1,2,6,9
0.391399310120652,1,2,7,9
0.391178376855803,2,4,8,9
0.390506702254575,1,2,3,12
0.390506702254575,1,2,6,12
0.390506702254575,1,2,7,12
0.390506702254575,1,2,9,12
0.390427801238243,4,10,12,19
0.390135376658066,1,2,8,9
0.390042013271111,2,4,7,30
0.389434596856466,2,3,4,30
0.389434596856466,2,4,6,30
0.389395151657532,4,5,10,30
0.389337817305013,2,3,5,9
0.389337817305013,2,3,6,9
0.389337817305013,2,3,7,9
0.389337817305013,2,5,6,9
0.389337817305013,2,5,7,9
0.389337817305013,2,6,7,9
0.389186529966734,1,2,4,19
0.389186529966734,1,4,8,19
0.389186529966734,2,4,5,19
0.389186529966734,2,4,8,19
0.389186529966734,4,5,8,19
0.389098251633198,2,4,9,19
0.389098251633198,3,4,9,19
0.389098251633198,3,4,12,19
0.389098251633198,4,6,9,19
0.389098251633198,4,6,12,19
0.389098251633198,4,7,9,19
0.389098251633198,4,7,12,19
0.389098251633198,4,8,9,19
0.388856595099161,5,6,10,30
0.3887876041007,1,10,12,19
0.388778230713473,3,5,10,30
0.388495344084522,1,6,10,19
0.3884499226847,2,3,5,12
0.3884499226847,2,3,6,12
0.3884499226847,2,3,7,12
0.3884499226847,2,3,9,12
0.3884499226847,2,5,6,12
0.3884499226847,2,5,7,12
0.3884499226847,2,5,9,12
0.3884499226847,2,6,7,12
0.3884499226847,2,6,9,12
0.3884499226847,2,7,9,12
0.388407770544291,1,3,10,19
0.388336355530032,1,4,10,19
0.388178698252887,1,2,9,19
0.388178698252887,1,3,9,19
0.388178698252887,1,6,9,19
0.388178698252887,1,7,9,19
0.388178698252887,1,8,9,19
0.388085316400975,5,7,10,29
0.38807709980756,2,3,8,9
0.38807709980756,2,5,8,9
0.38807709980756,2,6,8,9
0.38807709980756,2,7,8,9
0.38754812089406,3,10,11,19
0.38754812089406,6,10,11,19
0.38754812089406,7,10,11,19
0.38754812089406,9,10,11,19
0.387449551002429,1,4,9,19
0.387449551002429,4,5,9,19
0.387449551002429,4,9,12,19
0.387441194054956,1,3,12,19
0.387441194054956,1,6,12,19
0.387441194054956,1,7,12,19
0.387338037665182,1,2,4,12
0.387338037665182,2,4,5,12
0.387197834151576,2,3,8,12
0.387197834151576,2,6,8,12
0.387197834151576,2,7,8,12
0.387197834151576,2,8,9,12
0.387156108373337,4,8,10,30
0.387104479669351,1,4,8,9
0.387104479669351,3,4,8,9
0.387104479669351,3,4,8,12
0.387104479669351,4,5,8,9
0.387104479669351,4,6,8,9
0.387104479669351,4,6,8,12
0.387104479669351,4,7,8,9
0.387104479669351,4,7,8,12
0.387104479669351,4,8,9,12
0.387012075951421,1,7,10,29
0.386680415875299,4,10,11,19
0.386651336086086,1,3,8,19
0.386651336086086,1,6,8,19
0.386651336086086,1,7,8,19
0.386639376075322,4,6,7,29
0.386493347597829,1,5,9,19
0.386441717448376,2,3,9,19
0.386441717448376,2,5,9,19
0.386441717448376,2,6,9,19
0.386441717448376,2,7,9,19
0.386441717448376,2,8,9,19
0.386441717448376,3,5,9,19
0.386441717448376,3,6,9,19
0.386441717448376,3,7,9,19
0.386441717448376,3,8,9,19
0.386441717448376,5,6,9,19
0.386441717448376,5,7,9,19
0.386441717448376,5,8,9,19
0.386441717448376,6,7,9,19
0.386441717448376,6,8,9,19
0.386441717448376,7,8,9,19
0.386114974044205,2,4,8,12
0.385958711796951,1,3,8,9
0.385958711796951,1,5,8,9
0.385958711796951,1,6,8,9
0.385958711796951,1,7,8,9
0.385759045583876,1,9,12,19
0.385754880962665,2,5,10,19
0.385745882128294,2,7,10,19
0.385745882128294,3,7,10,19
0.385745882128294,6,7,10,19
0.385707589860603,2,3,12,19
0.385707589860603,2,6,12,19
0.385707589860603,2,7,12,19
0.385707589860603,2,9,12,19
0.385707589860603,3,5,12,19
0.385707589860603,3,6,12,19
0.385707589860603,3,7,12,19
0.385707589860603,3,8,12,19
0.385707589860603,3,9,12,19
0.385707589860603,5,6,12,19
0.385707589860603,5,7,12,19
0.385707589860603,6,7,12,19
0.385707589860603,6,8,12,19
0.385707589860603,6,9,12,19
0.385707589860603,7,8,12,19
0.385707589860603,7,9,12,19
0.385707589860603,8,9,12,19
0.385690734718782,4,6,7,30
0.385627615664686,1,6,10,30
0.385538718336897,1,3,10,30
0.385527346865274,1,4,10,30
0.38539918044544,5,10,12,19
0.385384760082424,1,2,4,30
0.385384760082424,2,4,5,30
0.385318089396723,1,2,5,12
0.385087953723339,1,3,8,12
0.385087953723339,1,6,8,12
0.385087953723339,1,7,8,12
0.385087953723339,1,8,9,12
0.38507457103604,1,10,11,19
0.385047977914413,1,4,6,30
0.385047977914413,3,4,6,30
0.385047977914413,4,5,6,30
0.384868685995776,2,7,10,30
0.384868685995776,3,7,10,30
0.384868685995776,6,7,10,30
0.384860615878778,2,3,8,19
0.384860615878778,2,6,8,19
0.384860615878778,2,7,8,19
0.384860615878778,3,5,8,19
0.384860615878778,3,6,8,19
0.384860615878778,3,7,8,19
0.384860615878778,5,6,8,19
0.384860615878778,5,7,8,19
0.384860615878778,6,7,8,19
0.384818569110378,2,4,12,19
0.384818569110378,4,8,12,19
0.384602829160822,4,5,10,29
0.384078578507326,1,2,8,12
0.384013862566928,5,9,12,19
0.383944094699148,5,6,10,29
0.383875192267451,3,5,8,9
0.383875192267451,3,6,8,9
0.383875192267451,3,7,8,9
0.383875192267451,5,6,8,9
0.383875192267451,5,7,8,9
0.383875192267451,6,7,8,9
0.383845764858976,3,5,10,29
0.38379144277495,3,4,7,29
0.383605149089241,1,2,10,19
0.383541795971065,3,8,10,30
0.383541795971065,6,8,10,30
0.383541795971065,7,8,10,30
0.383458555549487,1,5,7,19
0.383427563162086,2,10,11,19
0.383427563162086,5,10,11,19
0.383427563162086,8,10,11,19
0.383427563162086,10,11,12,19
0.383324995435893,3,4,7,30
0.383113981650089,2,5,10,30
0.383083621430135,1,2,12,19
0.383083621430135,1,8,12,19
0.383009324360999,3,5,8,12
0.383009324360999,3,6,8,12
0.383009324360999,3,7,8,12
0.383009324360999,3,8,9,12
0.383009324360999,5,6,8,12
0.383009324360999,5,7,8,12
0.383009324360999,5,8,9,12
0.383009324360999,6,7,8,12
0.383009324360999,6,8,9,12
0.383009324360999,7,8,9,12
0.382748558855893,4,8,10,29
0.382732924225369,1,4,6,12
0.382732924225369,3,4,6,12
0.382732924225369,4,5,6,12
0.382732924225369,4,6,7,12
0.382663015014352,1,3,4,30
0.382663015014352,3,4,5,30
0.38215436272401,1,2,8,19
0.38215436272401,1,5,8,19
0.382012318819761,2,5,7,29
0.382010450109719,4,9,10,30
0.382004961047484,1,4,8,12
0.382004961047484,4,5,8,12
0.381995879083631,2,5,8,12
0.381951746560874,1,4,6,9
0.381951746560874,3,4,6,9
0.381951746560874,4,5,6,9
0.381951746560874,4,6,7,9
0.381951746560874,4,6,9,12
0.381835389606069,3,4,10,24
0.381835389606069,4,6,10,24
0.381835389606069,4,7,10,24
0.381835389606069,4,9,10,24
0.381650410514403,2,5,7,19
0.381650410514403,3,5,7,19
0.381650410514403,5,6,7,19
0.381329369178768,2,8,12,19
0.381329369178768,5,8,12,19
0.381309914777334,1,8,10,30
0.381148218302286,1,9,10,30
0.38098449116716,1,5,6,19
0.380870256481463,1,3,5,19
0.380767032191271,1,2,7,29
0.380649817507129,1,3,6,9
0.380649817507129,1,5,6,9
0.380649817507129,1,6,7,9
0.38063434321772,1,9,10,24
0.380558763487705,1,3,6,12
0.380558763487705,1,5,6,12
0.380558763487705,1,6,7,12
0.380557785327396,1,2,10,30
0.380548609575362,1,6,10,29
0.380526743610116,1,4,10,29
0.380509623463129,1,2,7,19
0.380509623463129,1,3,7,19
0.380509623463129,1,6,7,19
0.380438633685311,1,3,10,29
0.380378146810126,2,4,29,30
0.380341657574152,2,5,8,19
0.380003204944056,4,6,29,30
0.379877491073022,1,5,8,12
0.379828353692134,7,10,29,30
0.379813436043022,2,8,10,30
0.379813436043022,5,8,10,30
0.379779406535773,1,6,9,12
0.379757659779631,1,5,10,19
0.379754380852083,2,7,10,29
0.379754380852083,3,7,10,29
0.379754380852083,6,7,10,29
0.379748531528244,1,4,7,30
0.379748531528244,4,5,7,30
0.379721185837228,2,9,10,30
0.379721185837228,3,9,10,30
0.379721185837228,5,9,10,30
0.379721185837228,6,9,10,30
0.379721185837228,7,9,10,30
0.379721185837228,8,9,10,30
0.379656395171674,2,5,12,19
0.379654549245463,1,3,4,12
0.379654549245463,3,4,5,12
0.379654549245463,3,4,7,12
0.379516739490386,2,6,10,19
0.379516739490386,3,6,10,19
0.379473968853171,1,4,7,29
0.379473968853171,4,5,7,29
0.379449938451511,2,9,10,24
0.379449938451511,3,9,10,24
0.379449938451511,3,10,11,24
0.379449938451511,3,10,12,24
0.379449938451511,5,9,10,24
0.379449938451511,6,9,10,24
0.379449938451511,6,10,11,24
0.379449938451511,6,10,12,24
0.379449938451511,7,9,10,24
0.379449938451511,7,10,11,24
0.379449938451511,7,10,12,24
0.379449938451511,8,9,10,24
0.379449938451511,9,10,11,24
0.379449938451511,9,10,12,24
0.379449938451511,9,10,19,24
0.379449938451511,9,10,24,27
0.379449938451511,9,10,24,30
0.379396084748895,2,3,10,19
0.379161320835875,2,5,6,19
0.379161320835875,3,5,6,19
0.379144250948543,3,10,12,30
0.379144250948543,6,10,12,30
0.379144250948543,7,10,12,30
0.379144250948543,9,10,12,30
0.379133006070127,3,4,11,19
0.379133006070127,4,6,11,19
0.379133006070127,4,7,11,19
0.379040264301527,2,3,5,19
0.378997410405008,2,5,7,30
0.378917715503826,2,4,10,24
0.378917715503826,4,8,10,24
0.378917715503826,4,10,11,24
0.378892047981906,1,3,4,9
0.378892047981906,3,4,5,9
0.378892047981906,3,4,7,9
0.378892047981906,3,4,9,12
0.378877178280653,3,8,10,29
0.378877178280653,6,8,10,29
0.378877178280653,7,8,10,29
0.378692360827171,9,10,24,29
0.378492397515111,3,5,6,9
0.378492397515111,3,6,7,9
0.378492397515111,5,6,7,9
0.378391974853973,3,5,6,12
0.378391974853973,3,6,7,12
0.378391974853973,5,6,7,12
0.378214393376276,1,4,5,19
0.377948326492904,1,2,7,30
0.377883307037744,2,5,10,29
0.377680702334384,1,10,11,24
0.377646248764431,3,4,29,30
0.3776397199349,1,5,10,30
0.377627304762848,3,6,9,12
0.377627304762848,5,6,9,12
0.377627304762848,6,7,9,12
0.377586301228329,4,9,10,29
0.377531030958023,4,9,11,19
0.377502777054906,1,3,5,9
0.377502777054906,1,3,7,9
0.37742049021832,2,6,10,30
0.37742049021832,3,6,10,30
0.377397793543887,1,3,5,12
0.377397793543887,1,3,7,12
0.377395915273481,1,3,11,19
0.377395915273481,1,6,11,19
0.377395915273481,1,7,11,19
0.377312265712088,9,10,19,30
0.377303971230022,2,3,10,30
0.376858403840292,9,10,23,24
0.376638201015124,1,3,9,12
0.376614051932029,1,9,10,29
0.376551745180598,1,8,10,29
0.376486849975368,2,10,11,24
0.376486849975368,5,10,11,24
0.376486849975368,8,10,11,24
0.376486849975368,8,10,12,24
0.376486849975368,10,11,12,24
0.376486849975368,10,11,19,24
0.376486849975368,10,11,24,27
0.376486849975368,10,11,24,30
0.376398109765065,1,4,12,19
0.376398109765065,4,5,12,19
0.376305423965546,1,2,5,19
0.376200774135915,2,3,4,11
0.376200774135915,2,4,6,11
0.376200774135915,2,4,7,11
0.376200774135915,2,4,9,11
0.375984752611197,2,5,6,30
0.375862418331133,2,3,5,30
0.375762599433542,1,9,11,19
0.375741019167683,10,11,24,29
0.375713625497565,2,3,11,19
0.375713625497565,2,6,11,19
0.375713625497565,2,7,11,19
0.375713625497565,2,9,11,19
0.375713625497565,3,5,11,19
0.375713625497565,3,6,11,19
0.375713625497565,3,7,11,19
0.375713625497565,3,8,11,19
0.375713625497565,3,9,11,19
0.375713625497565,3,11,12,19
0.375713625497565,5,6,11,19
0.375713625497565,5,7,11,19
0.375713625497565,6,7,11,19
0.375713625497565,6,8,11,19
0.375713625497565,6,9,11,19
0.375713625497565,6,11,12,19
0.375713625497565,7,8,11,19
0.375713625497565,7,9,11,19
0.375713625497565,7,11,12,19
0.375713625497565,8,9,11,19
0.375577936552792,8,10,12,30
0.375545744088964,1,2,6,19
0.375545744088964,1,3,6,19
0.375511500927118,4,10,29,30
0.375455467200648,9,10,29,30
0.375411483903445,1,2,3,19
0.375408640851691,3,8,10,24
0.375408640851691,6,8,10,24
0.375408640851691,7,8,10,24
0.375350243848849,2,10,12,24
0.375341364678363,8,10,29,30
0.375314135805832,3,5,7,9
0.375234770026572,3,4,10,22
0.375234770026572,4,6,10,22
0.375234770026572,4,7,10,22
0.375234770026572,4,9,10,22
0.37519951521599,3,5,7,12
0.375153195943583,1,2,10,29
0.37511698340731,2,9,10,29
0.37511698340731,3,9,10,29
0.37511698340731,5,9,10,29
0.37511698340731,6,9,10,29
0.37511698340731,7,9,10,29
0.37511698340731,8,9,10,29
0.375095879230483,9,10,24,31
0.375032499009235,3,4,8,30
0.375032499009235,4,6,8,30
0.375032499009235,4,7,8,30
0.375024937446925,2,4,11,19
0.375024937446925,4,8,11,19
0.375018005569776,1,4,7,12
0.375018005569776,4,5,7,12
0.374978062626836,2,8,10,29
0.374978062626836,5,8,10,29
0.374819754825338,4,7,29,30
0.374530154256484,3,10,12,29
0.374530154256484,6,10,12,29
0.374530154256484,7,10,12,29
0.374530154256484,9,10,12,29
0.374495209730549,1,5,12,19
0.374455076704423,3,5,9,12
0.374455076704423,3,7,9,12
0.374360492774543,5,6,7,30
0.374341660143296,4,10,12,24
0.374318480745635,2,4,8,30
0.374290241392291,1,4,7,9
0.374290241392291,4,5,7,9
0.374290241392291,4,7,9,12
0.374207121702347,2,10,12,30
0.374139168623973,1,2,3,11
0.374139168623973,1,2,6,11
0.374139168623973,1,2,7,11
0.374139168623973,1,2,9,11
0.374069614155639,5,9,11,19
0.374069614155639,9,11,12,19
0.373974979700244,10,11,23,24
0.373693821109507,1,9,10,22
0.373631307544097,1,8,10,24
0.373469628831919,3,4,19,24
0.373469628831919,4,6,19,24
0.373469628831919,4,7,19,24
0.373429932496232,9,10,22,24
0.373404835211852,1,4,11,19
0.373404835211852,4,5,11,19
0.373404835211852,4,11,12,19
0.373332468313484,1,2,5,30
0.373297740016679,1,6,7,30
0.373281185096557,3,5,10,24
0.373281185096557,5,6,10,24
0.373281185096557,5,7,10,24
0.373216215029982,1,2,11,19
0.373216215029982,1,8,11,19
0.373043657716261,1,10,12,24
0.373007631441959,4,10,12,30
0.372997929461178,1,5,6,30
0.372928317327038,5,6,7,29
0.372924469778799,3,4,19,30
0.372924469778799,4,6,19,30
0.372924469778799,4,7,19,30
0.372779631090962,1,5,7,9
0.372721377589045,2,3,7,19
0.372721377589045,2,6,7,19
0.372721377589045,3,6,7,19
0.372720387645743,4,5,10,24
0.372654361321646,1,5,7,12
0.372629702564462,1,2,6,30
0.372545903430915,2,9,10,22
0.372545903430915,3,9,10,22
0.372545903430915,3,10,11,22
0.372545903430915,3,10,12,22
0.372545903430915,5,9,10,22
0.372545903430915,6,9,10,22
0.372545903430915,6,10,11,22
0.372545903430915,6,10,12,22
0.372545903430915,7,9,10,22
0.372545903430915,7,10,11,22
0.372545903430915,7,10,12,22
0.372545903430915,8,9,10,22
0.372545903430915,9,10,11,22
0.372545903430915,9,10,12,22
0.372545903430915,9,10,19,22
0.372545903430915,9,10,22,23
0.372545903430915,9,10,22,27
0.372545903430915,9,10,22,30
0.372532870654666,1,7,10,24
0.372503744864539,6,10,29,30
0.372496004283331,1,2,3,30
0.372422691195383,2,8,10,24
0.372422691195383,5,8,10,24
0.372422691195383,8,10,19,24
0.372422691195383,8,10,24,27
0.372422691195383,8,10,24,30
0.372422571493148,2,4,10,22
0.372422571493148,4,8,10,22
0.372422571493148,4,10,11,22
0.372374695708167,3,10,29,30
0.372369578923949,3,4,8,11
0.372369578923949,4,6,8,11
0.372369578923949,4,7,8,11
0.372369578923949,4,8,9,11
0.37230888617282,4,9,19,24
0.372260077148101,2,3,7,29
0.372260077148101,2,6,7,29
0.372209522165566,8,10,19,30
0.372208547053607,10,11,24,31
0.372195704916462,1,4,5,9
0.372195704916462,1,4,9,12
0.372195704916462,4,5,9,12
0.372182109638993,2,3,5,11
0.372182109638993,2,3,6,11
0.372182109638993,2,3,7,11
0.372182109638993,2,3,8,11
0.372182109638993,2,3,9,11
0.372182109638993,2,3,11,12
0.372182109638993,2,5,6,11
0.372182109638993,2,5,7,11
0.372182109638993,2,5,9,11
0.372182109638993,2,6,7,11
0.372182109638993,2,6,8,11
0.372182109638993,2,6,9,11
0.372182109638993,2,6,11,12
0.372182109638993,2,7,8,11
0.372182109638993,2,7,9,11
0.372182109638993,2,7,11,12
0.372182109638993,2,8,9,11
0.372182109638993,2,9,11,12
0.372115775917716,1,5,10,29
0.371931132425865,1,7,9,12
0.371886212140422,2,6,10,29
0.371886212140422,3,6,10,29
0.371842891600777,3,5,7,30
0.371825923702934,1,4,6,24
0.371825923702934,3,4,6,24
0.371825923702934,4,5,6,24
0.371825923702934,4,6,7,24
0.371825923702934,4,6,9,24
0.371825923702934,4,6,12,24
0.371825923702934,4,6,24,27
0.371825923702934,4,6,24,30
0.371745485233495,2,3,10,29
0.37169201257022,8,10,24,29
0.37166907002402,9,10,24,26
0.371638731964728,1,6,7,29
0.371631777839262,9,10,22,31
0.371564147525257,1,5,11,19
