"obj","site1","site2","site3"
0.347525405929672,2,12,31
0.347511415830441,11,21,29
0.347479941895964,6,13,20
0.347416252135817,8,23,31
0.347372688933887,9,11,30
0.347357105117588,8,13,23
0.347340648948197,2,5,13
0.347340648948197,2,12,13
0.347330372637625,8,10,25
0.347274796806631,5,12,24
0.347274796806631,12,24,27
0.347274796806631,12,24,30
0.347205986718369,6,18,22
0.347171307657537,4,11,30
0.347153443799373,3,16,24
0.347119163996143,8,20,21
0.347108932613618,7,17,24
0.347058551675744,3,22,26
0.347019404195705,10,13,30
0.347011987742391,6,9,27
0.347011987742391,6,12,27
0.347004562385066,7,22,26
0.347000401921545,7,17,22
0.346997780210298,3,17,21
0.346981912961986,11,23,27
0.34697600232631,2,15,19
0.346959676320704,5,10,23
0.346956489317351,5,13,19
0.346956489317351,12,13,19
0.346947328090864,8,18,22
0.346928227860062,9,19,26
0.346928227860062,9,23,26
0.346913381811531,4,23,24
0.346888810857876,3,8,15
0.346888810857876,6,8,15
0.346888810857876,7,8,15
0.346888810857876,8,9,15
0.346860827692942,7,19,29
0.346823375193569,6,18,24
0.346800690233707,10,12,20
0.346787672382833,4,19,30
0.34675890168782,1,12,22
0.346752655945527,6,11,27
0.346746978220517,5,19,22
0.346736205942127,3,4,20
0.346720723092504,15,19,24
0.346720723092504,15,23,24
0.346717468349159,2,29,30
0.346687253930757,2,3,15
0.346687253930757,2,6,15
0.346687253930757,2,7,15
0.346684855814928,2,12,27
0.346679762655094,1,3,21
0.346660469844303,9,16,22
0.34663966926026,3,10,27
0.34663966926026,6,10,27
0.346635599060081,12,24,29
0.346584165972143,6,16,21
0.346568081231137,8,18,24
0.34654735820978,3,24,26
0.346539185108507,1,3,23
0.346539185108507,1,6,23
0.346511895361815,3,10,17
0.346511895361815,6,10,17
0.346511895361815,7,10,17
0.346505725920639,5,10,31
0.346495423620173,7,24,26
0.34646495356149,4,19,22
0.346461136194356,5,7,21
0.34646091556627,7,19,21
0.34646091556627,7,21,23
0.34643262375602,10,13,26
0.346394300460815,11,14,19
0.346378115816943,3,15,23
0.346378115816943,6,15,23
0.346378115816943,7,15,23
0.346357307474822,4,6,13
0.346351771480125,1,2,15
0.346351771480125,2,8,15
0.346351771480125,2,11,15
0.346322720162353,3,13,20
0.34631524577525,1,19,24
0.346313932259758,8,16,21
0.346278670952534,11,19,29
0.346272332108572,9,16,24
0.346236741718124,2,5,21
0.346225906347874,3,18,22
0.346224483601677,11,20,21
0.346224017365246,14,19,24
0.346224017365246,14,23,24
0.346218881197274,9,23,28
0.34621876234358,6,15,20
0.346207253021152,2,23,24
0.346203359290038,2,4,26
0.346200375943371,8,10,17
0.346200375943371,10,11,17
0.346191192429901,2,13,23
0.346185096260589,2,9,14
0.346167066654178,1,10,21
0.34616420038061,11,13,23
0.346155307208982,6,9,31
0.346155307208982,6,12,31
0.346142300809408,8,12,29
0.346094287978053,6,9,29
0.346084161535009,9,17,21
0.346082991486104,2,9,26
0.346077590594479,6,20,22
0.346062026992291,9,19,20
0.346062026992291,9,20,23
0.34606157189175,8,15,23
0.345999070255446,10,13,27
0.345985833911554,1,8,13
0.345985833911554,5,8,13
0.345985833911554,8,11,13
0.345985833911554,8,12,13
0.345971220007478,9,23,29
0.345933297276497,8,15,20
0.345926527858895,11,17,24
0.345918823542617,6,12,29
0.345917142383263,12,19,29
0.345904395563249,8,11,31
0.345904395563249,8,12,31
0.345899743830553,10,14,19
0.345878952924805,2,24,27
0.345878952924805,2,24,30
0.345860358031795,6,11,31
0.345855441454082,3,18,24
0.345817581236362,7,10,20
0.345806895580354,9,14,23
0.34580356452659,11,17,22
0.345797739428493,12,22,24
0.34576952532328,2,4,28
0.345759479289019,4,6,15
0.345750318990294,1,7,21
0.345746613925195,4,7,27
0.345662539943278,5,19,30
0.345649842165819,6,20,24
0.345588788447472,8,19,27
0.3455788348143,7,16,22
0.345578348486979,4,8,15
0.345559078859615,3,16,21
0.345539948066527,9,10,16
0.345502661186315,2,17,24
0.345480743661216,3,9,27
0.345480743661216,3,12,27
0.345405965034257,9,10,18
0.345385500473415,2,9,20
0.345385500473415,6,9,20
0.345385500473415,6,11,20
0.345385500473415,6,12,20
0.345385500473415,8,9,20
0.345382494048541,10,12,25
0.345374591026628,2,17,22
0.345357825366919,9,18,22
0.345354797482491,2,9,28
0.345284800075235,1,11,30
0.345270766240727,6,18,21
0.345269775663714,2,4,20
0.345269775663714,4,8,20
0.345267510853517,8,11,27
0.345267510853517,8,12,27
0.34525083583944,2,24,29
0.345224681561741,3,11,27
0.345223651660459,2,5,15
0.345223651660459,2,12,15
0.345223651660459,2,13,15
0.345205240070569,7,16,24
0.345135126771823,3,15,20
0.345075954376742,1,2,21
0.345059704547092,15,19,22
0.345059704547092,15,22,23
0.345031647566686,10,15,20
0.345025226712227,7,10,28
0.345008951091097,3,10,20
0.345008951091097,6,10,20
0.345008653073956,8,18,21
0.345000182013368,8,23,30
0.344998085078271,9,18,24
0.344997079644957,10,17,24
0.344978029544397,7,17,21
0.344972085892552,11,15,23
0.344964403059739,4,6,26
0.344933250016318,3,20,22
0.344894012297267,4,15,19
0.344887733808038,8,13,20
0.344771970938977,2,4,14
0.34471546701066,4,7,31
0.344704653639743,6,22,25
0.344669812277589,5,12,23
0.344669812277589,12,19,23
0.344658486773832,2,10,21
0.344650865006478,9,16,21
0.344631603951084,6,21,22
0.344585384032977,1,6,13
0.344585384032977,3,6,13
0.344585384032977,5,6,13
0.344585384032977,6,7,13
0.344585384032977,6,9,13
0.344585384032977,6,12,13
0.344544243051235,2,7,21
0.344544243051235,6,7,21
0.344530060874056,15,19,21
0.344530060874056,15,21,23
0.344522029951666,3,20,24
0.344501164338598,4,13,22
0.344496311145262,9,19,25
0.344496311145262,9,23,25
0.344488240249644,6,24,28
0.344480888456272,4,5,23
0.344479102489128,3,4,15
0.344455883314367,6,14,20
0.344443205423011,4,10,20
0.34443977597238,14,19,22
0.34443977597238,14,22,23
0.344428631323664,3,8,31
0.344428631323664,6,8,31
0.344428631323664,7,8,31
0.344421638164692,4,7,20
0.344420607889063,3,14,23
0.344420607889063,6,14,23
0.344420607889063,7,14,23
0.344395013173392,3,9,31
0.344395013173392,3,12,31
0.344389783460075,11,16,22
0.344384157014828,10,14,20
0.344370056456905,4,9,27
0.344357557396622,11,19,28
0.34434224906483,6,11,13
0.344333087662598,1,4,12
0.344333087662598,4,5,12
0.34432040516531,5,12,22
0.34432040516531,12,22,27
0.34432040516531,12,22,30
0.344318013592153,3,4,13
0.344312950552151,6,22,28
0.344308371213842,7,18,22
0.344297774669746,2,5,23
0.344274338272503,3,18,21
0.344254244804756,6,24,25
0.344227957686311,7,10,26
0.344225901623701,5,22,23
0.34421490547798,1,6,15
0.34421490547798,5,6,15
0.34421490547798,6,9,15
0.34421490547798,6,12,15
0.34421490547798,6,13,15
0.344196748652661,5,10,27
0.344195859966542,10,15,28
0.344194002091885,3,9,20
0.344194002091885,3,11,20
0.344194002091885,3,12,20
0.344176707710376,6,21,24
0.344174762222454,9,15,20
0.344149231386837,8,14,20
0.34412769650697,4,14,24
0.344114838463857,12,19,31
0.344105778813362,4,10,28
0.34410438654741,3,11,31
0.344077800494094,8,14,23
0.344057071837597,7,13,20
0.344054559726963,4,6,25
0.344040001692685,1,8,15
0.344040001692685,5,8,15
0.344040001692685,8,11,15
0.344040001692685,8,12,15
0.344040001692685,8,13,15
0.344031573928617,11,16,24
0.344003870459713,6,11,15
0.344000671666815,4,13,24
0.343980985774245,13,14,24
0.343976002560023,3,8,27
0.343976002560023,6,8,27
0.343976002560023,7,8,27
0.343974871336762,3,19,21
0.343974871336762,3,21,23
0.343974871336762,6,19,21
0.343974871336762,6,21,23
0.343969142704077,4,14,22
0.343962326901091,7,18,24
0.34386445230712,14,19,21
0.34386445230712,14,21,23
0.343856166001014,2,13,28
0.343855905695818,2,13,20
0.34382229082898,13,14,22
0.343815861747433,12,15,19
0.343815861747433,13,15,19
0.343800350370114,6,20,21
0.343788025855536,5,11,30
0.343788025855536,11,12,30
0.343774449255863,8,23,27
0.343770500193419,6,13,25
0.3437609529321,11,17,21
0.343747857489333,2,22,24
0.343742887681984,10,15,31
0.34372370462308,2,14,19
0.343695679193419,12,24,31
0.34369141689349,3,8,14
0.34369141689349,6,8,14
0.34369141689349,7,8,14
0.34369141689349,8,9,14
0.343689412415466,2,8,31
0.343681552044403,2,9,25
0.34364555537158,12,23,31
0.343605641572221,4,13,21
0.343602341702208,11,19,26
0.343602341702208,11,23,26
0.343554285105594,7,16,21
0.343530723391709,4,8,26
0.343526061287736,3,9,29
0.343500268308634,12,22,31
0.343486718504534,13,21,22
0.343485072319842,3,4,26
0.343477460326484,7,20,22
0.343473567836004,2,3,14
0.343473567836004,2,6,14
0.343473567836004,2,7,14
0.343453281189195,2,4,25
0.343432947802645,3,22,25
0.34340090073631,13,22,24
0.343400172190317,3,10,16
0.343400172190317,6,10,16
0.343400172190317,7,10,16
0.343399585664272,11,19,20
0.343399585664272,11,20,23
0.343391355757338,9,18,21
0.343388855108555,7,22,25
0.343383328309283,8,9,26
0.343376938599983,10,14,28
0.343364970984079,12,22,29
0.34335815673587,2,13,31
0.343357490311958,1,15,19
0.343343260350032,3,21,22
0.343341474491172,3,12,29
0.343339767158031,4,9,20
0.343338071531657,10,17,22
0.343329898629979,2,8,27
0.343325990273326,2,17,21
0.343298790783718,7,21,22
0.34328821441432,3,14,20
0.343274878958861,10,15,23
0.343265945108808,3,10,18
0.343265945108808,6,10,18
0.343265945108808,7,10,18
0.343238793492839,3,7,21
0.343221474960921,3,24,28
0.34320505385883,13,22,25
0.343184896557133,12,14,24
0.343178017135962,7,24,28
0.343170137074934,4,22,23
0.343152651748318,11,18,22
0.343142746065585,13,20,22
0.343134643401057,4,9,31
0.343120194785654,1,13,22
0.343114187150434,8,10,16
0.343114187150434,10,11,16
0.343110967866268,1,2,14
0.343110967866268,2,8,14
0.343110967866268,2,11,14
0.343106028912589,4,10,26
0.343098151506346,13,21,24
0.343088297681375,7,20,24
0.343049548134905,4,13,23
0.343026696800672,3,22,28
0.343016149516958,7,15,20
0.343013567416902,12,14,22
0.34300292311412,3,24,25
0.34299777620226,9,13,20
0.34298300364966,7,22,28
0.342979960068925,8,10,18
0.342979960068925,10,11,18
0.34297874011892,8,14,15
0.342960468006309,7,24,25
0.342955586699371,10,13,17
0.342928440422462,1,3,15
0.342928440422462,3,5,15
0.342928440422462,3,9,15
0.342928440422462,3,12,15
0.342928440422462,3,13,15
0.342909280993756,3,21,24
0.342904329734709,4,8,28
0.342893381804815,11,14,23
0.342889376035584,2,13,14
0.342887900584289,10,14,31
0.342868687479216,3,11,13
0.342866484596694,7,21,24
0.342856529664169,4,6,28
0.342828198669166,2,15,20
0.342821471547743,13,24,25
0.342821149447677,11,18,24
0.342814625929231,11,23,28
0.342801141552627,1,2,23
0.342795647791865,10,17,21
0.342784676721681,1,14,24
0.342765794090622,13,20,24
0.342754992237315,2,11,26
0.342740013331964,2,18,22
0.342721706092358,2,11,20
0.342721706092358,8,11,20
0.342721706092358,8,12,20
0.342719718156963,3,11,15
0.342656643635222,12,22,26
0.342633681735606,3,20,21
0.342631877693897,1,13,24
0.342622712888806,3,4,25
0.34261756888044,2,15,23
0.342609960216488,2,16,22
0.342608051666803,1,14,22
0.342583659012582,11,23,29
0.342582514998825,8,13,28
0.342540264095225,6,13,28
0.342532236202997,1,3,13
0.342532236202997,3,5,13
0.342532236202997,3,7,13
0.342532236202997,3,9,13
0.342532236202997,3,12,13
0.342520477447553,1,9,27
0.342499512552898,3,13,25
0.342481121132078,7,9,27
0.342481121132078,7,12,27
0.342465510143634,8,9,28
0.342422406802553,4,12,21
0.342413904997551,2,18,24
0.342406262211747,10,14,23
0.342366081465958,2,24,31
0.342345273612022,11,16,21
0.342327838567034,7,18,21
0.342275157727892,2,16,24
0.342275028003005,4,8,14
0.342266244577205,6,13,31
0.342252671893905,9,14,20
0.342232298894643,2,19,22
0.342232298894643,2,22,23
0.342232298894643,2,22,27
0.342232298894643,2,22,30
0.342232130064639,7,11,27
0.342231967520935,4,6,14
0.342222958755314,5,15,19
0.342218512923576,12,24,26
0.342204122778739,1,13,21
0.342152255954164,6,21,25
0.342144235278315,1,8,31
0.342109334968189,2,13,25
0.342108751130356,2,7,23
0.342108751130356,3,7,23
0.342108751130356,6,7,23
0.342108751130356,7,19,23
0.34210084183858,5,13,22
0.34210084183858,12,13,22
0.34210084183858,13,22,26
0.34210084183858,13,22,27
0.34210084183858,13,22,30
0.342096227372802,12,19,27
0.342087433667018,8,13,31
0.342044340511947,2,3,21
0.342044340511947,2,6,21
0.342044340511947,3,6,21
0.342044340511947,6,21,26
0.342044340511947,6,21,27
0.342044340511947,6,21,30
0.342023364184272,6,13,30
0.342017684312533,1,23,24
0.341979358201621,1,8,27
0.341975103437515,4,7,15
0.341971624592674,3,10,28
0.341971624592674,6,10,28
0.341913032304184,10,18,24
0.341895585726641,1,9,20
0.341883947589883,2,5,14
0.341883947589883,2,12,14
0.341882128457444,7,10,25
0.341865062892795,7,9,20
0.341865062892795,7,11,20
0.341865062892795,7,12,20
0.341821296601744,13,22,28
0.341793492954364,2,11,28
0.341793276627209,5,14,24
0.341772663104205,2,13,30
0.341757449741333,10,16,24
0.34173763621006,11,15,20
0.341732537049349,13,24,26
0.341725770343315,6,21,28
0.341709797212738,3,8,20
0.341709797212738,5,6,20
0.341709797212738,6,8,20
0.341709797212738,7,8,20
0.341703671012232,1,10,23
0.341698851864571,4,14,21
0.341680289101626,3,6,15
0.341680289101626,6,7,15
0.341679568145356,4,9,29
0.341677698022277,8,15,28
0.341677424061807,9,17,23
0.341658655949728,2,12,20
0.341647111912018,2,14,15
0.341630231309046,8,13,14
0.341625144124271,5,10,20
0.341621302742334,5,13,24
0.341621302742334,12,13,24
0.341621302742334,13,24,27
0.341621302742334,13,24,30
0.341604953013048,14,15,24
0.341603173493323,5,14,22
0.341586288558022,6,13,14
0.341575573720602,13,14,21
0.341565189741287,12,23,30
0.341491867715778,6,9,26
0.341491867715778,6,11,26
0.341491867715778,6,12,26
0.34145359395558,4,14,19
0.341440789324834,7,19,31
0.341440314310603,1,13,23
0.341434597590055,4,7,13
0.341425596911432,2,12,26
0.34142496589802,14,15,22
0.341423364615093,2,22,31
0.34141018709803,13,22,31
0.341371570746844,12,15,22
0.341371570746844,13,15,22
0.341356830125733,10,15,25
0.341354939730026,3,10,26
0.341354939730026,6,10,26
0.341316572442695,6,19,29
0.34130867524815,13,14,19
0.34129880559604,13,22,29
0.341293016286104,2,22,29
0.341284777699824,11,19,25
0.341284777699824,11,23,25
0.341276791875989,4,19,21
0.341261121233304,3,4,28
0.341257421795978,6,21,31
0.341229982860775,8,15,31
0.34122746742907,4,5,24
0.341169648268206,13,19,28
0.341169074816778,5,13,21
0.341169074816778,12,13,21
0.341169074816778,13,21,26
0.341169074816778,13,21,27
0.341169074816778,13,21,30
0.34116507031485,1,5,12
0.341164163757377,13,24,28
0.341155145331868,7,20,21
0.341154628847208,3,13,28
0.341153283047196,11,18,21
0.341130914770957,13,24,29
0.341130842797637,6,21,29
0.34112361153056,2,10,17
0.341115409617501,14,20,22
0.341102889590186,3,19,29
0.341098841905844,7,23,31
0.341074706571553,5,9,27
0.341074706571553,9,12,27
0.341074706571553,9,27,30
0.341073713460043,10,15,30
0.341073680453631,6,9,25
0.341073680453631,6,11,25
0.341073680453631,6,12,25
0.341073680453631,8,9,25
0.341063065355915,6,13,26
0.341059579985284,6,13,27
0.341055959343671,1,6,20
0.341013779841672,1,10,31
0.341007731182902,7,14,20
0.341007162499818,2,13,26
0.341004063863473,12,20,22
0.340992316570498,1,9,31
0.340947121039077,7,9,31
0.340947121039077,7,12,31
0.340939020586025,13,24,31
0.340935522117546,12,15,24
0.340935522117546,13,15,24
0.340933240212976,8,13,25
0.340914024375379,10,12,17
0.340903604785601,8,19,28
0.34088753531995,13,21,25
0.34088753531995,13,21,28
0.340879975024749,3,13,31
0.340859790143496,13,20,21
0.340857369963714,4,8,25
0.340852944814719,3,21,25
0.340842402036671,3,4,14
0.34083741184284,6,17,20
0.340828706262494,9,11,27
0.340813864744974,2,13,27
0.340813673032827,7,21,25
0.340805776154294,2,14,20
0.340802010111436,8,19,20
0.340802010111436,8,20,23
0.340801492124217,4,9,15
0.34077371333737,5,9,20
0.34077371333737,9,11,20
0.34077371333737,9,12,20
0.34077371333737,9,20,26
0.34077371333737,9,20,27
0.34077371333737,9,20,30
0.340767958088738,14,20,24
0.340763996566335,10,18,22
0.340740914231477,10,13,29
0.340735428994561,12,22,25
0.340735105860153,2,18,21
0.340727658422439,3,21,26
0.340727658422439,3,21,27
0.340727658422439,3,21,30
0.340724246072334,12,14,21
0.340718500069057,4,11,27
0.340701338714296,5,19,21
0.340695592227267,14,22,24
0.340688144657434,7,21,26
0.340688144657434,7,21,27
0.340688144657434,7,21,30
0.3406766816493,13,19,31
0.340666534845719,4,11,20
0.340665835435309,7,11,31
0.340650367282686,12,20,24
0.340644978307086,1,19,22
0.340642265282221,8,13,30
0.340615190444438,4,15,23
0.340609971595847,12,21,22
0.340604400055276,1,8,14
0.340604400055276,5,8,14
0.340604400055276,8,11,14
0.340604400055276,8,12,14
0.340592411647908,4,7,26
0.340586273562188,2,22,26
0.340568427906954,10,16,22
0.340557363497962,1,6,14
0.340557363497962,5,6,14
0.340557363497962,6,9,14
0.340557363497962,6,11,14
0.340557363497962,6,12,14
0.34055603946489,8,17,20
0.340539645115586,5,8,27
0.340539645115586,8,27,30
0.340538437416639,6,15,25
0.340537230098423,2,16,21
0.340506132766904,3,5,20
0.34050424331448,12,15,21
0.34050424331448,13,15,21
0.340496908433757,5,8,31
0.340489764205426,2,11,29
0.340484503036988,9,20,25
0.340484503036988,9,20,28
0.340472651048771,13,21,31
0.340468055324023,2,11,25
0.340424901272497,6,14,15
0.340420151548798,4,10,25
0.340417662628054,3,17,23
0.340417662628054,6,17,23
0.340417662628054,7,17,23
0.340415684003423,1,7,15
0.340415684003423,5,7,15
0.340415684003423,7,9,15
0.340415684003423,7,12,15
0.340415684003423,7,13,15
0.340411277095738,3,21,28
0.340385571170445,3,7,15
0.340381788872182,12,23,27
0.34038153127128,11,13,20
0.340375380806233,10,14,25
0.34037254209461,7,21,28
0.340368854256482,2,12,28
0.340365675650928,2,15,28
0.340361575487741,13,21,29
0.340359577167003,11,29,30
0.340354252868054,8,19,26
0.340354252868054,8,23,26
0.340350432105523,13,19,20
0.340350432105523,13,20,23
0.340348927090758,10,15,26
0.340348210374389,12,24,25
0.34034694655745,1,12,21
0.340338096480098,2,14,23
0.340312503592867,1,14,21
0.340310313535755,3,13,30
0.340277633595246,12,14,19
0.340250731731288,5,13,23
0.340250731731288,12,13,23
0.340250731731288,13,19,23
0.34023297868727,8,15,25
0.340219933205308,12,21,24
0.340214324249828,3,13,14
0.340212225813488,10,18,21
0.340211927328773,7,11,15
0.340197714409848,10,15,27
0.340187110966016,9,17,19
0.340185507886357,2,24,26
0.340153294897271,1,8,20
0.340119868510099,10,13,16
0.340108807096899,10,14,30
0.34010614320961,8,17,23
0.340100337824912,4,15,21
0.340081556436064,4,9,13
0.34005797830224,9,20,31
0.340040222137121,8,11,26
0.340040222137121,8,12,26
0.340017987713059,7,13,25
0.339999774478376,4,10,17
0.339996007981772,10,16,21
0.339990986619445,8,15,30
0.339988821204567,7,11,13
0.339985227455671,3,9,26
0.339985227455671,3,11,26
0.339985227455671,3,12,26
0.339984903917153,10,13,18
0.339944780068533,3,21,31
0.33993988095317,1,9,29
0.339929765306546,13,23,28
0.339919768663505,2,15,31
0.339907148194105,7,21,31
0.339892284409143,7,9,29
0.339850981970389,1,3,20
0.339842389090247,3,13,27
0.339838527119374,8,13,26
0.339825328394699,4,7,25
0.339820790726805,3,21,29
0.339792064646828,5,6,27
0.339791727165486,3,13,26
0.339783510968316,7,21,29
0.339781064540148,1,14,19
0.33975967884572,3,17,20
0.339746933555572,7,19,27
0.339736694247801,2,10,23
0.339697168714771,8,13,27
0.339695727820494,7,12,29
0.339637205291966,1,7,13
0.339637205291966,5,7,13
0.339637205291966,7,9,13
0.339637205291966,7,12,13
0.339629823133379,11,14,20
0.339624257722267,3,9,25
0.339624257722267,3,11,25
0.339624257722267,3,12,25
0.339586378448409,14,24,27
0.339586378448409,14,24,30
0.339578829387055,12,15,23
0.339578829387055,13,15,23
0.339510584447139,2,9,17
0.339489561414871,8,23,28
0.339481052944981,2,5,27
0.339471251048186,13,16,22
0.339468658600361,2,19,30
0.33945602893763,13,23,31
0.339451513158577,13,17,24
0.339417650614695,5,10,28
0.339417456169585,5,10,17
0.339409978554103,6,16,20
0.339389448760655,4,12,30
0.339386409769456,6,13,17
0.339367684485213,3,15,25
0.339366600949466,14,21,22
0.339366600949466,14,22,26
0.339366600949466,14,22,27
0.339366600949466,14,22,30
0.339363253252073,1,10,27
0.339351063353881,1,10,20
0.339326853121054,5,9,31
0.339326853121054,9,12,31
0.339324963320501,2,20,22
0.339318848345603,14,24,28
0.339313291503759,4,15,22
0.339295619896079,10,14,26
0.339287751239653,5,14,21
0.339284725277822,2,5,31
0.339274969911773,8,23,29
0.339260791333081,14,15,21
0.339257634646699,7,23,30
0.339248086679532,13,17,22
0.339236157039156,1,9,15
0.339236157039156,5,9,15
0.339236157039156,9,12,15
0.339236157039156,9,13,15
0.339235496078573,8,15,26
0.339234165051444,8,14,28
0.33923389611213,4,9,26
0.339214085515244,1,11,20
0.339181302493249,2,12,25
0.339179562993348,10,14,27
0.339176805882836,13,16,24
0.339161314273707,6,15,28
0.3391606720381,1,3,14
0.3391606720381,3,5,14
0.3391606720381,3,9,14
0.3391606720381,3,11,14
0.3391606720381,3,12,14
0.33914192952595,1,15,23
0.33913858480576,3,14,15
0.339131105042743,8,16,20
0.33913029064744,8,15,27
0.339111817604515,14,24,29
0.339102323148942,3,10,25
0.339102323148942,6,10,25
0.339095940291317,14,22,25
0.339095940291317,14,22,28
0.339049540758575,9,11,31
0.339044000946473,14,21,24
0.339044000946473,14,24,26
0.339036257934043,6,15,30
0.339034507859732,9,11,15
0.339027923932037,2,8,20
0.339027923932037,5,8,20
0.339027923932037,8,20,26
0.339027923932037,8,20,27
0.339027923932037,8,20,30
0.339022145201091,11,17,23
0.339018350611506,9,20,29
0.339010211844251,2,15,25
0.338996853033702,2,20,24
0.338957205027872,2,10,31
0.338954194768736,5,10,26
0.338949233740132,4,11,31
0.338929796660878,15,20,22
0.338923145523434,14,24,31
0.338919806050624,3,17,19
0.338919806050624,6,17,19
0.338919806050624,7,17,19
0.33891204861971,6,15,31
0.338893855394667,4,15,24
0.338886911803532,8,11,28
0.338886911803532,8,12,28
0.338865616451157,2,3,23
0.338865616451157,2,6,23
0.338865616451157,3,6,23
0.338865616451157,3,19,23
0.338865616451157,6,19,23
0.338852733110961,9,13,25
0.338837555141875,4,5,22
0.3388359027913,6,13,16
0.338827798243171,6,9,28
0.338827798243171,6,11,28
0.338827798243171,6,12,28
0.338821743328596,1,11,27
0.338811435148512,2,15,30
0.338803464419497,9,17,20
0.338796941895975,14,20,21
0.338796038791403,1,15,21
0.338788105483481,4,6,17
0.338777981865317,14,24,25
0.338764784913791,3,8,26
0.338764784913791,6,8,26
0.338764784913791,7,8,26
0.338753412150336,8,14,31
0.338742212207618,8,20,25
0.338742212207618,8,20,28
0.338723700266817,12,22,28
0.338695422702228,14,22,31
0.338635549938339,9,11,13
0.338633655562292,15,20,24
0.338629186753557,12,20,21
0.338606421246441,8,17,19
0.338590634473652,14,22,29
0.338570227098261,14,15,19
0.338548899674881,1,10,17
0.338543471355173,5,14,19
0.338533385185188,9,30,31
0.338510793905301,4,9,25
0.338509328093152,9,27,29
0.338451194894563,7,13,28
0.338372773135522,1,2,20
0.338358784425007,1,4,23
0.33833929401196,3,16,20
0.33832852976775,9,15,25
0.338319172054529,8,20,31
0.338303915712805,2,10,18
0.338287912942537,4,6,16
0.33828643995696,2,4,17
0.338278152279415,6,18,20
0.338277374005356,13,19,25
0.338277374005356,13,23,25
0.33827630769545,1,9,13
0.33827630769545,5,9,13
0.33827630769545,9,12,13
0.338241672399667,10,12,16
0.33823013574659,3,5,27
0.338203658166837,5,21,23
0.338188760084327,6,14,25
0.338183023750061,6,15,27
0.338182913206518,3,13,17
0.338182363227056,5,9,29
0.338175903824255,7,13,31
0.338160401318874,5,7,20
0.338160197559737,7,19,20
0.338160197559737,7,20,23
0.338158076358262,4,14,23
0.338148775263037,8,19,25
0.338148775263037,8,23,25
0.338145951337037,4,7,28
0.338133291374124,2,8,26
0.33813195491946,4,7,14
0.338108847104013,7,23,27
0.338106460165267,10,12,18
0.338104305167993,1,2,27
0.338091408191289,12,21,25
0.338088433093434,13,19,30
0.338088433093434,13,23,30
0.338084560464805,5,11,20
0.338084560464805,11,12,20
0.338084560464805,11,20,26
0.338084560464805,11,20,27
0.338084560464805,11,20,30
0.338073246468875,1,22,23
0.338069149524031,6,15,26
0.338062758517006,13,14,23
0.338052048306076,5,15,23
0.338049776113686,3,19,31
0.338049776113686,6,19,31
0.338048015210417,12,19,20
0.338048015210417,12,20,23
0.338021539257916,1,15,22
0.33802067328103,8,30,31
0.338020431101642,12,24,28
0.338017905239276,2,15,26
0.338013283974595,4,21,23
0.33800791856703,8,18,20
0.337996360953785,9,14,15
0.337995437006962,8,27,29
0.337967644058627,10,15,17
0.337962294218986,2,15,27
0.337953163764366,2,5,20
0.337947571578652,2,10,20
0.33792863268636,5,12,21
0.33792863268636,12,21,26
0.33792863268636,12,21,27
0.33792863268636,12,21,30
0.337906139620493,7,13,30
0.337900223154223,3,15,30
0.33789400190115,3,15,28
0.337868288778503,3,23,31
0.337868288778503,6,23,31
0.33786461764627,4,19,29
0.33785891599421,8,14,25
0.337853341862293,5,6,31
0.337846122457137,8,11,25
0.337846122457137,8,12,25
0.337831440075748,5,15,21
0.337816146276891,2,13,17
0.337813829682594,3,6,14
0.337813829682594,6,7,14
0.337803007411115,2,14,28
0.337800169326215,11,20,25
0.337800169326215,11,20,28
0.337732791457148,3,13,16
0.337709893627378,4,11,15
0.337708389805354,1,2,31
0.337705276052243,12,16,22
0.337689472396265,8,14,30
0.33768550413179,12,17,24
0.337661522400411,7,17,20
0.337654105690308,9,12,29
0.337644211477355,3,15,31
0.337616334983845,12,21,28
0.337612773334548,1,15,24
0.337583412311971,3,4,17
0.337579563853669,9,16,19
0.337579563853669,9,16,23
0.337554096380093,2,10,27
0.337539736318205,7,13,14
0.337519230821761,3,8,28
0.337519230821761,6,8,28
0.337519230821761,7,8,28
0.337512919805944,11,17,19
0.337503932311501,1,7,20
0.337471469835477,7,13,27
0.337460148351407,12,17,22
0.337455353260504,2,7,27
0.337444599260723,9,18,19
0.337444599260723,9,18,23
0.337434357000502,12,16,24
0.33740291102627,4,10,16
0.337394984171363,1,19,30
0.337392609445075,9,27,31
0.337389070115678,9,16,20
0.337378169258754,11,20,31
0.337366390239853,5,11,27
0.337366390239853,11,12,27
0.337366390239853,11,27,30
0.337361641732777,8,11,29
0.337340230190473,13,16,21
0.337337709091604,1,6,17
0.337337709091604,3,8,17
0.337337709091604,5,6,17
0.337337709091604,6,8,17
0.337337709091604,6,9,17
0.337337709091604,6,11,17
0.337337709091604,6,12,17
0.337337709091604,7,8,17
0.337337709091604,8,9,17
0.337331238232793,3,19,20
0.337331238232793,3,20,23
0.337331238232793,6,19,20
0.337331238232793,6,20,23
0.337324414520778,2,14,31
0.337314990572552,7,13,26
0.337289914977598,8,20,29
0.337267698791869,4,10,18
0.337238744453623,3,18,20
0.337232430896131,12,19,28
0.337230002360945,1,12,30
0.337204329528899,3,9,28
0.337204329528899,3,11,28
0.337204329528899,3,12,28
