"obj","site1","site2","site3"
0.349822091402564,1,11,12
0.349811230545891,4,6,31
0.349809855966499,8,17,24
0.349802636361997,1,10,14
0.34979731455576,8,9,31
0.349776632527089,11,14,24
0.349734071036163,8,17,22
0.349693471847851,11,14,22
0.349656260291563,1,11,21
0.349638653260486,4,12,23
0.349614424264749,3,10,23
0.349614424264749,6,10,23
0.349551886453842,7,10,27
0.349543585825808,4,8,31
0.34949853128686,3,5,23
0.34949853128686,5,6,23
0.34949853128686,5,7,23
0.349466703433296,8,21,25
0.349455157323153,2,8,21
0.349455157323153,5,8,21
0.349455157323153,8,21,26
0.349455157323153,8,21,27
0.349455157323153,8,21,30
0.349439811651985,9,14,19
0.349436018189763,11,15,19
0.349332697675315,8,20,22
0.349278582866328,3,10,31
0.349278582866328,6,10,31
0.349240838452117,3,8,13
0.349240838452117,6,8,13
0.349240838452117,7,8,13
0.349240838452117,8,9,13
0.349223796584427,3,24,31
0.34922275395857,6,22,31
0.349189577278679,2,9,15
0.349163399283734,7,24,31
0.34912399415459,8,21,28
0.349109152793489,9,13,23
0.349076268166105,6,22,29
0.349073721986201,3,17,24
0.349062418565154,2,11,31
0.349040830992492,11,15,21
0.348988968406135,3,17,22
0.348982600381841,3,5,21
0.348898253915712,11,19,27
0.348880302834701,10,12,28
0.348863351879529,10,13,20
0.348858412383194,8,20,24
0.348847585998363,7,14,21
0.348836182507843,9,10,17
0.348815006501074,7,11,30
0.348804053771057,9,20,21
0.348736967966461,3,22,27
0.348736967966461,3,22,30
0.348692268870657,3,4,27
0.34867887067542,7,22,27
0.34867887067542,7,22,30
0.348674199293794,8,9,27
0.348652515800275,2,14,21
0.348649090314965,2,12,29
0.348644724481822,8,21,31
0.34862632884628,1,2,13
0.34862632884628,2,8,13
0.34862632884628,2,11,13
0.348599461440382,5,10,14
0.348591284706093,4,12,22
0.348587176268244,1,7,23
0.348560688267691,6,16,22
0.348503588570346,8,21,29
0.348482984841637,11,21,25
0.348466047038785,4,8,27
0.348458582519189,5,11,21
0.348458582519189,11,12,21
0.348458582519189,11,21,26
0.348458582519189,11,21,27
0.348458582519189,11,21,30
0.348455935018582,11,20,22
0.348452991228447,2,8,23
0.348452991228447,5,8,23
0.348452991228447,8,19,23
0.348441692706287,12,19,21
0.348441692706287,12,21,23
0.348413098558962,8,10,20
0.348375793670339,6,22,26
0.348294124962266,8,16,22
0.348252919713157,11,23,30
0.348232789890035,5,23,24
0.348215406154545,1,13,19
0.348186894859138,9,17,24
0.34814838726242,6,16,24
0.348128862759814,11,21,28
0.348092266997366,3,4,31
0.348091329348712,9,17,22
0.348083045770775,4,10,27
0.348068316556709,8,19,31
0.348031400243187,2,11,27
0.348029267903055,6,17,21
0.347993965764055,11,20,24
0.347986906016719,3,14,19
0.347986906016719,6,14,19
0.347986906016719,7,14,19
0.347972055978101,1,6,21
0.347950693430766,2,19,24
0.347917912672339,4,6,20
0.347904464565964,3,22,31
0.347893167830589,9,19,28
0.347885395994588,8,16,24
0.34788190907062,2,4,15
0.347853722414002,10,12,26
0.347848475492663,7,22,31
0.347842755449493,6,24,26
0.347837703081511,10,14,15
0.3477605827815,3,22,29
0.347756688411917,8,17,21
0.347741336277105,4,8,13
0.347707437314824,1,12,23
0.347705036880833,7,22,29
0.347703760848022,5,11,12
0.347684133297472,10,15,19
0.347658195983498,9,15,23
0.347650709670859,11,21,31
0.34762762503984,8,14,19
0.34756701323352,10,13,25
0.347552909351074,3,16,22
0.347531617606727,11,14,21
