"10km","15km","20km","25km","30km","35km","40km","45km","50km","55km","60km","65km","70km","75km","80km","85km","90km","95km","100km","name"
0.697685293853283,0.670255822665764,0.665464962350911,0.673332652946313,0.72850234067167,0.739646388986016,0.775286809766087,0.804646366452043,0.826967006098929,0.829692932701594,0.834307535533509,0.833303346144195,0.827471148145075,0.818412055402172,0.817394022967275,0.811925572473952,0.808925425716333,0.805529950696991,0.798685094940451,"Huta Raja"
0.666909318168958,0.694726938272224,0.713177599139133,0.720457761037734,0.730189104685347,0.737576309735604,0.766997101087855,0.802144666849557,0.822748429541077,0.818764922118956,0.833556178099759,0.833436455108038,0.827438264080772,0.817484909957006,0.81284145960913,0.80803920787598,0.804004801016201,0.798355353161405,0.794839060212967,"Danau Marsabut"
0.701346917947133,0.74578786934867,0.809142423421145,0.807493886890564,0.806590802114428,0.814017637898136,0.813829720276108,0.804501745165611,0.812673743896104,0.82052477191795,0.82488098714886,0.821360911500003,0.821250524812945,0.817398282373207,0.803475774496289,0.790903379850749,0.787011122863454,0.778705507041026,0.769977490497241,"Hanopan"
0.657875990495086,0.78082578059505,0.846363433698813,0.899286069712796,0.907798969070427,0.91551624999924,0.910920897291766,0.887186870078246,0.861043743565271,0.841762753914091,0.825785352996271,0.80475719126263,0.79970869418793,0.790462614940892,0.779085786171381,0.757425352308921,0.747027015666709,0.736636627799499,0.730284275337229,"Sipagimbar"
0.69054396876267,0.736355791489283,0.787877001895987,0.836720503204399,0.868317149863898,0.862427487383398,0.856418693781922,0.841950141346535,0.834979198852574,0.811864712114414,0.813013735944512,0.820111522253536,0.819601009010336,0.808516785372536,0.79769337917351,0.783178098694268,0.765838258862496,0.756715204003306,0.748993493258434,"Simangambat"
0.98833204805851,1.07092944346368,1.03533413551622,1.06986609925615,1.07694727899437,1.0785616423873,1.05502203455427,0.990330411514052,0.92552262200759,0.864936237765307,0.811784466714457,0.773236122314412,0.749854982721323,0.725354889738334,0.717368387227198,0.70932372130268,0.705864153263376,0.69714481029717,0.689126054621426,"Biru"
0.657362297177315,0.691961001072611,0.767230535681183,0.778596835701089,0.786045048125955,0.785667128429925,0.773339162090499,0.743144678712195,0.703426182428573,0.680389354643525,0.68451434067456,0.690226829980486,0.69709886545152,0.715960158330761,0.721941716956364,0.73207067364866,0.747683409265522,0.761679737271672,0.782249619991335,"Poriaha"
0.825012261314051,0.885363310575485,0.791251969452088,0.717354301069128,0.724397997280546,0.726720193414776,0.754080534375766,0.766286162085725,0.753542772265956,0.740730169241305,0.750177854579457,0.758825291286815,0.769169324493953,0.774527622482685,0.789005012370682,0.798850505882562,0.802077981536665,0.811628094134322,0.813157361527263,"Pinangsori"
0.816257741834436,0.879160076379776,0.828979465948499,0.752996210227994,0.708350830334932,0.722114133656025,0.737551359528745,0.76090680103955,0.758614599583595,0.750371918185718,0.746362906573825,0.74638744160533,0.744427253587127,0.756019381124456,0.76116737193836,0.780303785974193,0.793868012319551,0.803129888909409,0.810072906663561,"Badiri"
0.744491533376276,0.791599770076573,0.752305792423628,0.770251936257579,0.775484943218463,0.777595580474242,0.763844172804724,0.754103867974546,0.7582389601965,0.753016146420507,0.769561785419782,0.779352342645964,0.793509851159224,0.807737846369237,0.819800804062622,0.823209351240415,0.81814015205504,0.814309424029381,0.812207503292737,"Sibabangun"
0.789663391453879,0.808333455161615,0.774264659928648,0.771245308404351,0.751433117177199,0.772563325241208,0.767344177070725,0.75327498632115,0.752800207238558,0.75158510716409,0.754614390494072,0.773638893970462,0.78899315978534,0.795514057856053,0.806869146708441,0.81483022727589,0.813132523442619,0.812748755580772,0.813671080585807,"Lumut"
0.714315594597296,0.721573787239882,0.724945514716885,0.724499286270477,0.758586729664614,0.730889272054329,0.719795157836581,0.723015879455222,0.716043782861609,0.723773615364033,0.72250550351632,0.7159922840052,0.715596791356802,0.72965878834948,0.747996949907125,0.765207724553524,0.77555488890417,0.79375854027516,0.811666310573957,"Pandan"
0.529564796222581,0.701927718113769,0.747128327445286,0.749578662327866,0.769719779491425,0.74508139964684,0.731033744008252,0.728752170589942,0.727406388200612,0.714226556430429,0.716920770385436,0.70996895058099,0.710681615425254,0.719133925610292,0.734383651594583,0.748931883807071,0.764782434561306,0.781561831230989,0.803798495086907,"Sarudik"
0.661164852976799,0.737034713002768,0.758519974423618,0.791764751076698,0.731151582871346,0.713404817358842,0.714092291756926,0.740127809635065,0.743741283735891,0.737920559469274,0.737185745042259,0.725361786856328,0.720996369048162,0.725489582264222,0.744836310455591,0.759891773293005,0.777577228568219,0.791767515481298,0.804230632186575,"Kalangan"
0.932343508516039,0.853858006000519,0.767785253478032,0.745960325583235,0.719473927586435,0.728213297164107,0.728314587030862,0.706649845070911,0.692810615062291,0.67873066661518,0.676999055628418,0.689749590478149,0.710075275086025,0.720222893118656,0.732380815152835,0.745709535459409,0.772286254282735,0.792784715408682,0.816652745023281,"Aek Raisan"
0.683181170622508,0.785551987588406,0.83806994881319,0.836237335111946,0.823270945370882,0.781842902175382,0.734313270952923,0.71230918929683,0.697345955022277,0.699112539792933,0.697388991164071,0.696973682378843,0.699899064151796,0.713530065993962,0.721630278560851,0.727944726447859,0.736085055115563,0.742334360585494,0.756285875531944,"Kolang"
0.522853037173098,0.805905608290976,0.806011176423023,0.838753842993786,0.806211110434414,0.788774165948597,0.760041974648072,0.735815423879434,0.712568664795732,0.720830591325473,0.715560544340957,0.723185930861741,0.717421065876696,0.719869900676536,0.724074136921399,0.73317688689435,0.727809162393904,0.732814246573341,0.740724282432348,"Sorkam"
0.579434382644567,0.804846589332042,0.829542337606351,0.824998882954771,0.792551311735924,0.783621399214974,0.76751785473429,0.747361827768724,0.731466873468856,0.726907199418003,0.723769527314038,0.724908325112547,0.724766032415074,0.723094553030173,0.726907178093155,0.731393314992926,0.725259486454499,0.731138751523782,0.737759165448822,"Sipeapea"
1.00658467092684,0.835331020255884,0.845297499882932,0.825371332790541,0.785603894719056,0.755440223612823,0.734854484385834,0.71217767327297,0.705041036870613,0.700760421961946,0.713574364549865,0.71453516440995,0.719031063355427,0.720478335623463,0.720670351847589,0.7173117887728,0.725142971306961,0.740526746174687,0.748271670332229,"Pasaribu Tobing"
0.617993454848017,0.659593557318052,0.730925723677501,0.750609809131015,0.773600624563793,0.800942104918008,0.813347833573818,0.837497412472781,0.833206496638607,0.83499067886595,0.830392438093466,0.802308674035116,0.781627681946908,0.766823765319006,0.751872698774644,0.73407465903838,0.716606716049794,0.702440860134591,0.699259053159752,"Barus"
0.845158448815346,0.853755267193684,0.788002520799637,0.763393456657087,0.78064163537188,0.788420430051961,0.781300568768125,0.772903611304032,0.762531173815824,0.755884901374236,0.762500234662344,0.750099016459493,0.747552197253289,0.742878035842045,0.729629323611745,0.728090632225061,0.717577525873703,0.712365768321708,0.712975386318977,"Siantar Ca"
0.521174818277359,0.737067489263912,0.745743763179351,0.780572534228365,0.815656169973038,0.819048840723453,0.844388320124236,0.846388766178112,0.855023980454028,0.84210815853348,0.825630024198862,0.808615534662687,0.781607254288203,0.763337086941299,0.741558358526868,0.721578083347085,0.708437786802476,0.70254234730765,0.701969965210274,"Andam Dewi"
0.546970959752798,0.733994098523488,0.856975973956287,0.878596143051982,0.89772774449673,0.901874158428897,0.894575859198896,0.885845473046693,0.888326054317093,0.870340097724026,0.859780962372324,0.828943007038501,0.79668142786693,0.765973409209167,0.747522193966399,0.737766703672834,0.736537169986047,0.737541935925745,0.72828879880719,"Manduamas"
0.857211760679881,0.926487400100149,0.950884971922884,0.974502103184076,0.948342599455387,0.904325011845042,0.899906339039726,0.89495842537114,0.889702128262347,0.870713267314563,0.846186174147921,0.811707899546024,0.79468054614228,0.773510872516744,0.769846105105142,0.766252317889171,0.755868034652328,0.746086683063067,0.731638561111042,"Saragih"
0.506541862462958,0.636510448219875,0.775736141391098,0.803479573464599,0.852812220872957,0.877100330094496,0.87286737925352,0.89683918165561,0.875846601407794,0.855284012319795,0.850328911380514,0.832637569972907,0.802366532585243,0.765666374379499,0.735045930562176,0.722222660724449,0.718499184161245,0.718132146150078,0.714907352354392,"Sirandorung"
0.303123638033867,0.451830054633319,0.5769074733915,0.650246497920968,0.677396245988516,0.721577000973577,0.75095590191099,0.766173838924578,0.770495909734466,0.777159157755047,0.790265839078556,0.793463981158874,0.786269604686874,0.7757117331195,0.763637887921031,0.75048104152836,0.74273144146187,0.73139019432123,0.722390879659749,"Kilometer 11"
0.501962974667549,0.592572854831815,0.617079546408994,0.705284798856486,0.757748933392577,0.777273901530675,0.786361114170991,0.794258051388658,0.783641623266021,0.776002006095717,0.781921770955836,0.773787858903604,0.766540756035476,0.75750950033529,0.751582010348549,0.74832915285459,0.739056051895023,0.731376087659692,0.721098826529276,"Huta Rakyat"
0.515707928935687,0.591837438218521,0.63918845380346,0.700960565596185,0.76488337151764,0.763270555128312,0.747370492933053,0.748970757790825,0.752637639453933,0.767409662905806,0.770387670331468,0.764987464883905,0.754293052450563,0.749481981914783,0.747250033201584,0.738148962524995,0.729837944553224,0.720466589649801,0.7064283887565,"Batang Beruh"
0.631772348923343,0.622657284606248,0.660119994942631,0.770014247867499,0.771452191726182,0.797043608480625,0.83116810912738,0.820281426247477,0.805437597818673,0.793501465025982,0.777706789734369,0.77526189564824,0.766537132504239,0.762427606702387,0.757640982169182,0.752738213450727,0.747765263190921,0.74188898738065,0.733140533094748,"Berampu"
0.431261753042539,0.521801617109414,0.658886105327283,0.713960799243715,0.729999390056754,0.73274557301125,0.717474814153574,0.705665440163737,0.730810960239106,0.75682106896073,0.759969225056052,0.751027641717327,0.74881545807743,0.748118372902794,0.742023813450198,0.732544869083305,0.721409634886331,0.71140926116872,0.70085972313936,"Sitinjo"
0.60826986176627,0.701337900478393,0.705018454541763,0.755236846208574,0.728520565271379,0.72260318065391,0.736813659999108,0.752058066194067,0.737873953903158,0.727568434319602,0.715284354611515,0.714260014390829,0.717860203700005,0.727305048586756,0.725176265925741,0.722862554054002,0.7189241019069,0.710415991858053,0.705690522227179,"Sigalingging"
0.42422864479678,0.489283008500934,0.579198302770102,0.600416596624115,0.630162853747608,0.635329724599919,0.626260929728659,0.65057781393019,0.678760310744539,0.707552503240328,0.743003008750531,0.760595535161356,0.75549797881791,0.742953576962608,0.732575350102655,0.721176481885257,0.703251962178114,0.691111590628735,0.686128325255288,"Pegagan Julu Ii"
0.541634702682495,0.521707178817855,0.483000685974047,0.491506311769895,0.509640335195491,0.530603341626773,0.571089975239167,0.588064989980519,0.624291555442353,0.668106167598667,0.697363020618027,0.720675583769781,0.733828935363567,0.730021475076124,0.712605032104183,0.695895679862421,0.684820461567871,0.678592101001824,0.668674393661379,"Silalahi"
0.519486386328936,0.639943511690944,0.814616488198103,0.88941412937382,0.877246472758777,0.860474947819394,0.830696102454622,0.828670842741245,0.815226938841598,0.801411247025478,0.791650961079065,0.788892484477517,0.787081062124387,0.789912158314921,0.782731713412989,0.777753309278785,0.769449987696922,0.761337071650481,0.752972478851478,"Parongil"
0.574978890021642,0.640745064616203,0.771586285779874,0.867049109070532,0.859188440883601,0.829235115150611,0.817654085635137,0.804864565209317,0.804380350102242,0.796149907719896,0.787708099780161,0.795075670772251,0.791686979668221,0.785228992148483,0.782286721805847,0.780636992959216,0.771245367221513,0.764998394391559,0.751007508243027,"Bakal Gajah"
0.539584135636687,0.557427681982517,0.688224911689758,0.774760649729801,0.792440384957525,0.804049326727788,0.84074499241562,0.824205799447211,0.806525626391506,0.796065129061818,0.781767025084574,0.777582414546457,0.772220169067469,0.771470245297837,0.762988638210242,0.75710873068698,0.750952610083234,0.746665068490638,0.736903552910263,"Kentara"
0.343924108360495,0.471297075971961,0.705841131634631,0.775441255620731,0.813502505869794,0.818610278282376,0.80627620921044,0.811196347018354,0.809887973906426,0.796756652734061,0.786616561980829,0.782276884689438,0.787008674180184,0.779663980444882,0.772828897034752,0.763805492398997,0.760854378549194,0.751005223455037,0.741915458582755,"Buntu Raja"
0.849567828699946,0.947021774270318,0.979590941605897,0.959591410892165,0.908566374503649,0.872582297441032,0.862188234291178,0.826013121716554,0.802629831229171,0.790821017522697,0.798595364518434,0.796722611193458,0.797956506563212,0.795425039798022,0.794346322954061,0.789383983903889,0.781053553168829,0.775083971187609,0.764719299448435,"Sopobutar"
0.500206595020635,0.504527603741735,0.554451360500285,0.608425279292795,0.682090302614065,0.72997263090478,0.734736643160911,0.752224521546745,0.771299946188762,0.798039649540241,0.800850819034171,0.792943148232034,0.783499396400853,0.779905217854346,0.777897084010136,0.770097539744293,0.7595963299974,0.741443754697248,0.727330687044452,"Tiga Lingga"
0.374306185046832,0.454684222170285,0.517396437494378,0.583752089942044,0.600991489545953,0.603131692986503,0.635742661205278,0.641851545504312,0.695921090902406,0.732129067479169,0.765392373115398,0.779917434824414,0.78098540107759,0.765834034082718,0.743063143688331,0.722599157625368,0.704015717657387,0.694955560978515,0.688289190735808,"Tiga Baru"
1.1466849287351,1.01313693733776,0.881561752345602,0.76226252444247,0.687537258152257,0.651122261790766,0.637458528028282,0.620025485691086,0.611875077760727,0.604111870369789,0.613608415964885,0.608898731101745,0.612457071021199,0.629372474159363,0.636796091094005,0.649914272757394,0.657558074295521,0.666488554675953,0.674341283837182,"Desa Bunga Rinte"
0.754260645310084,0.804668275695859,0.824007423273448,0.806045734620356,0.770882956655626,0.753878883205812,0.717718239746287,0.676387455696961,0.631863259715433,0.613684728524476,0.610231478008027,0.635126843950466,0.650028015466382,0.669896084487712,0.682129334267405,0.694197674099594,0.704013962058175,0.707941225556689,0.714807479401485,"Klinik Siti"
1.1933691246169,1.03285950151357,0.933539311947494,0.863004375735055,0.793611072794055,0.711246421591863,0.678405350488093,0.644986232084156,0.629124763858351,0.631264163853576,0.631436731475829,0.634591040082625,0.641136871240132,0.652510375789781,0.667374105228622,0.681947188741377,0.686738022697177,0.694150000973958,0.702588423463767,"Ujung Bandar"
0.822524302772113,0.936837309040129,0.970395484566689,0.983658958939796,0.942895408552974,0.883894332535359,0.817717480557159,0.766824209993168,0.725867280100416,0.716479296300016,0.710772054741733,0.718738452769502,0.713348683556634,0.725010078367655,0.7350131035704,0.740139655832776,0.751303986709462,0.758622680796187,0.766888413684137,"Bahorok"
0.822769002988935,0.950967552832195,1.00034671872854,1.00674657091018,0.958147825797399,0.909432024384538,0.851242953848283,0.815401304107742,0.781146184196823,0.758312982234883,0.735797956617876,0.733304422993968,0.735147364719235,0.744893544577534,0.750555805676318,0.753454648258583,0.766753273488935,0.772738369564961,0.78031861599552,"Bukit Lawang"
0.710563464090228,0.672710633836687,0.712644511107671,0.668906310348065,0.702957519070995,0.726673617752062,0.709452046089452,0.687023257372606,0.654565518665494,0.618505047562441,0.61366468324788,0.628630175779008,0.65706064862887,0.674743999914847,0.685658008988648,0.696328974220926,0.703727902901889,0.7114300481733,0.71590449510275,"Serapit"
0.842761252323786,0.826679037375884,0.881076098978519,0.853232854957222,0.820200919992093,0.794757818927368,0.739628143528628,0.692484989383463,0.640818005259775,0.630591214484537,0.626691446569043,0.643623889084966,0.658325535322628,0.675979670955965,0.688340680546671,0.697381580701972,0.711067480223872,0.71704945667159,0.723441992539517,"Tanjung Langkat"
0.975971011444926,0.918095993273186,0.838218592486139,0.828893375893434,0.766505982129628,0.694589535813799,0.669173882876197,0.641078426748714,0.61814685046979,0.602498423316524,0.612695499385634,0.626628303283531,0.626870316758366,0.647159511654382,0.660472738513247,0.679376417629813,0.684965579753637,0.689180356146406,0.695208546713694,"Marike"
0.354235132890088,0.445651522837579,0.471846439008569,0.505727347153961,0.502940835064334,0.511576394534717,0.509587615744231,0.509111005673974,0.5249075106966,0.551065718962087,0.5667896026294,0.571826970606458,0.572681086851119,0.582978898129799,0.59740034650479,0.601495319164926,0.61631180369027,0.626749218848055,0.643090564560155,"Namu Ukur"
0.284823070147208,0.356101339915767,0.391302028349761,0.445182282270657,0.44831970399962,0.485004339011365,0.476050063552007,0.484966564011209,0.508907125883941,0.536482124481923,0.554625710122979,0.561699225918214,0.566031025370392,0.562529759902319,0.578186282075264,0.586295644379274,0.594324170714394,0.609906269957719,0.624602372176118,"Namu Trasi"
0.637903187956129,0.606747485259,0.630265690257837,0.62584827455518,0.63442953434268,0.603257171395752,0.611058006158217,0.60674041586141,0.597566464741888,0.586743804392273,0.578499802634886,0.58995191219357,0.611631770161169,0.632422156249735,0.641747392718617,0.657061007865321,0.667727756194386,0.676088556197934,0.679740704533486,"Kuala"
0.25746652590377,0.32383188255357,0.373014295846224,0.413185464416413,0.444049937664462,0.497081316203449,0.526704126606127,0.560679972872709,0.574183229410838,0.584259895321978,0.586525245661579,0.588901050635755,0.601544482895114,0.613705974348985,0.637313543015349,0.645592690210723,0.655567122095409,0.66657663367282,0.677494846015451,"Selesei"
0.118199617912372,0.146577569888905,0.198425329894873,0.231718952746385,0.28251587880391,0.351716866663524,0.411533823319977,0.467225575372852,0.522560213027256,0.544826636481429,0.565824310189403,0.577707278127237,0.598988444899244,0.602017236903358,0.609278005671822,0.618375918888303,0.634491845516813,0.646869398881981,0.655050847456707,"Sambi Rejo"
0.0848179898623909,0.104038191466209,0.125029805052126,0.176727424658249,0.235327603371163,0.294406989109029,0.33652431909375,0.395398121751562,0.444908708843181,0.508709700659953,0.556362998804876,0.591624916253818,0.604860870142097,0.614409499181873,0.616314462890834,0.627196498600923,0.639396249599682,0.657108566371931,0.669978338463489,"Stabat"
0.0809679047670215,0.0898272738559172,0.115726243862409,0.145289115565406,0.186269302790364,0.264947875312007,0.339433806848902,0.394398731134471,0.459004336673302,0.498677510540759,0.53515637322329,0.557150045764196,0.582253041112685,0.597455005736178,0.599652815284769,0.605503015411723,0.610743470060485,0.626550180901035,0.640604010206514,"Karang Rejo"
0.946554313812937,1.00134955439717,1.00419150371301,0.979609120678116,0.956496224036584,0.880089580929011,0.812119911114375,0.771241041772093,0.742593222772175,0.737912200579228,0.731353569206193,0.732039454314725,0.730961933287068,0.725846975753473,0.735292886508076,0.744658732465501,0.759108983394172,0.76439979180546,0.769837696715297,"Stabat Lama"
0.68581358981984,0.66786067862995,0.691105529798993,0.662374498508871,0.651046046743599,0.635208762840678,0.660507292086457,0.683629725646542,0.697688125247179,0.708725936580123,0.706946966527489,0.702953473069614,0.709594544384182,0.706307897199693,0.714391598834946,0.722690815156495,0.747784636638197,0.76288869832165,0.770097953013398,"Sei Bambam"
0.425480995078882,0.49741787960132,0.504748574737459,0.521562979821312,0.513473949509744,0.519329390499148,0.566958283235979,0.603862956073846,0.645733223311485,0.674668931322152,0.692204449801185,0.695967783896072,0.696917626719203,0.704288106562329,0.704854597046022,0.717878927487142,0.733504442559124,0.751448571119741,0.76826569419459,"Sawit Seberang"
0.218527584735836,0.303564884641673,0.31170892386165,0.376027059542497,0.382742601636101,0.42069431358474,0.446058424396647,0.49656683508276,0.561217199322091,0.603242163351455,0.643949379633974,0.664338103946178,0.672049908232544,0.682327981821673,0.686121672908377,0.692782563876252,0.703964761674118,0.724123181159747,0.743410411429924,"Tanjung Selamat"
0.919330398951258,0.915226538072933,0.958715059359868,0.941487738842605,0.904614132620505,0.854074979725793,0.792795665259672,0.721749354091156,0.684707485257389,0.679272639182926,0.681349992741512,0.683634782705891,0.69289248680145,0.702190798460987,0.717145550305421,0.721512446452058,0.729757825898367,0.73830759175147,0.743299688087772,"Tanjung Beringin"
0.091300788273414,0.0891962074948584,0.0996343992781221,0.113741743113892,0.139599483836135,0.196285773780854,0.252314756074321,0.288792428809522,0.349508387331919,0.405262260600091,0.469948279846838,0.519217133233324,0.561411635139315,0.584558002321624,0.603130183533254,0.614724519319151,0.620948995245214,0.629869911654227,0.644515484109343,"Desa Teluk"
0.0883064543685088,0.110743894500451,0.113961009541526,0.142104097921401,0.182764238355873,0.228439091031368,0.281622867787346,0.317435790307177,0.36528710216409,0.410933699327202,0.466855034243327,0.538980738598515,0.577756742261948,0.610020307177215,0.619730668450287,0.636975230800594,0.642115823820233,0.659556669561745,0.670395626843271,"Hinai Kiri"
0.11603448788325,0.10424690533044,0.100939109921455,0.0987658154751573,0.120627798625956,0.158771685270731,0.20466644076893,0.265458663565017,0.301533155295659,0.354809071475042,0.417253536805033,0.468579041578297,0.525443403847342,0.557605879227019,0.585372697628502,0.608215459513739,0.621978519684912,0.627087723732901,0.64321616920186,"Secanggang"
0.128298614307174,0.111217160741317,0.117554067282213,0.14878666275763,0.179728577336804,0.213540077736947,0.256688816512519,0.30892550744201,0.35723375852696,0.404117795463679,0.45320935013666,0.514943280531203,0.564839410752609,0.612452633535342,0.636286292185351,0.656370524981409,0.664114996451741,0.675744957340867,0.691857841452239,"Pantai Cermin"
0.108314401353709,0.117936181024678,0.160059363650227,0.195043783022189,0.238736810415839,0.277741388756443,0.334191051020396,0.38249828240962,0.413907899667532,0.466558600376759,0.5245319986257,0.573047473833993,0.623020280608228,0.64634794741174,0.658418382922445,0.667911663717498,0.677053082420165,0.691620760705999,0.706059709609342,"Gebang"
0.185270977339574,0.2347095714951,0.271700276103285,0.336048081733178,0.372158800517874,0.425766793206673,0.486754709089707,0.533870965199069,0.584612805910901,0.630875303663991,0.655090244934379,0.684573155620115,0.716289505346792,0.737933432586408,0.760289593790935,0.781324071252776,0.795076161993063,0.802337157195501,0.799885453732753,"Pangkalan Brandan"
0.080190436406569,0.143624684011394,0.191985089835283,0.233759683115702,0.26517224530287,0.321285111565901,0.352846383110716,0.407696026525995,0.455357143975433,0.510756195964713,0.56238787513999,0.604376486716742,0.641432403052157,0.680814456217401,0.712247033783102,0.740334007251423,0.753370567780004,0.769455054082905,0.775558774737437,"Securai"
0.200966931258639,0.198242716215275,0.215032467110591,0.264453539850585,0.314588373186447,0.398155045074721,0.505350330063412,0.601895807483971,0.691987619173225,0.739574903461214,0.774510668235598,0.804786476515791,0.84225118879186,0.858794680277497,0.861326046625473,0.871016263283931,0.872973729257888,0.86688469670128,0.86491399572859,"Desa Lama"
0.296377501636744,0.342010164576949,0.41429951175485,0.441810829679907,0.483228708334666,0.560805329335602,0.598312599604382,0.641089524637829,0.670573406293988,0.690150005572073,0.701516490780367,0.727827940319133,0.747343068539399,0.77504416190358,0.793902488959181,0.807366972919835,0.81705306649777,0.811968981682154,0.80456028770523,"Tangkahan Durian"
0.288589849535908,0.363413202141722,0.477920229494009,0.568734892364591,0.637762342985624,0.675883433193361,0.713992118248716,0.740680086148542,0.760638859129242,0.782479910739294,0.788362862610751,0.807844019589084,0.821729018994425,0.836231150453081,0.846334328609651,0.85669375845698,0.851938611996102,0.846887972401302,0.839728277983888,"Besitang"
0.14047794687477,0.183957557477381,0.266055243912824,0.332698307109668,0.398112024123571,0.45541273563433,0.52880488081488,0.591276277223817,0.664878977153436,0.710680464926204,0.746209915329376,0.767516213877521,0.789393726173088,0.802176390606663,0.82740320497967,0.83537001482317,0.840913078632526,0.847357957510158,0.844046714230553,"Pangkalan Susu"
1.08566550413768,1.07880474220623,1.05342495177061,1.01931759298489,0.983526110871514,0.944157186481688,0.89469629035801,0.856452299089268,0.818655967371805,0.785455983548012,0.760195408828269,0.74206363277889,0.726680967824353,0.720133929043226,0.723600942548365,0.722975246122351,0.726294914644739,0.729103096371936,0.727242889187132,"Salak"
1.19274933338165,1.03625773028894,0.943891565253337,0.904450475368448,0.857143213803118,0.885796647436089,0.900232308540221,0.882773743206283,0.851608832663331,0.820664673624888,0.779297581680266,0.756718202244993,0.74565719443372,0.742294662348603,0.737543333904176,0.746043396430992,0.748576769434537,0.746407412269286,0.739534060876932,"Sibande"
1.33172696828842,1.29095089961501,1.23698960552956,1.1224142150892,1.04121547768062,0.951260274393218,0.893542263856424,0.851326071076851,0.834072631753203,0.83092598432713,0.833914595065348,0.814821071304411,0.797114516483112,0.771588537348176,0.751835024255143,0.740818147791043,0.731819969723208,0.730867055165997,0.73369473884011,"Sibagindar"
1.03853979905446,1.04118178649382,0.986553543806076,0.999941679578955,0.983981410210783,0.968469835321109,0.912213188992895,0.847630396382563,0.790568212944049,0.766053609888663,0.738974163369315,0.731883812436765,0.717173746788465,0.710944388819273,0.708629159638659,0.715287231669998,0.718155562145833,0.718971750215053,0.721142704649705,"Singgabur"
1.10201332824571,1.11801004935713,1.08370787573272,1.0590647632877,1.00711869230637,0.957016045932716,0.889818214322046,0.853614039846248,0.816804663707199,0.797302289437768,0.773310917789586,0.749965180887643,0.734753919101586,0.725636398273238,0.724983234082342,0.726230440757055,0.72994836616267,0.73376883262349,0.73061797946029,"Kecupak"
