"50mins","60mins","70mins","80mins","90mins","100mins","110mins","120mins","130mins","140mins","150mins","name"
0.954220334688822,0.854689106345177,0.893160805106163,0.851920096770577,0.715129522858439,0.611839443112591,0.45617500685442,0.392946717810202,0.358008524877423,0.347914932139895,0.339753974697547,"Desa Bunga Rinte"
0.590348550217583,0.528394216033694,0.41191371035676,0.397169700222491,0.369381791781544,0.347703760848022,0.346998723293221,0.346942940697772,0.347414463015063,0.34490818512149,0.350245072252907,"Klinik Siti"
0.983652740716934,0.983652740716934,0.919786348938942,0.848465508884854,0.840686314162754,0.790903226472437,0.725955673876931,0.658445372482141,0.539497697976633,0.447519407901717,0.404225792807455,"Ujung Bandar"
0.873546464989583,0.846216584954943,0.800435992038768,0.736377973357836,0.659600029297081,0.518011875640033,0.440887117074637,0.432014652660915,0.408666745354148,0.391753028231588,0.378657850088588,"Bahorok"
0.828286252591921,0.844667068682611,0.87419504072608,0.818395139473789,0.756634050697991,0.701130781644656,0.641268745416178,0.523505571562595,0.48236134007655,0.451721260405105,0.419112698038054,"Bukit Lawang"
0.607257908112124,0.626030726137303,0.526448272444584,0.421411816348401,0.403756916412108,0.394414981945672,0.372361092970163,0.362137893128854,0.363459398628282,0.358993714679383,0.349441481900684,"Serapit"
0.656392834725834,0.609044730550412,0.472162469683849,0.410316353131618,0.392657284813175,0.368389817104058,0.352727265065086,0.349232170665664,0.354282034075131,0.353287857985753,0.35333856433037,"Tanjung Langkat"
0.778706014156342,0.724443056753704,0.663933152953784,0.696127696283932,0.645774650786604,0.587469049249635,0.440138586593623,0.395143222346388,0.388205363687993,0.356962140284631,0.339515707495271,"Marike"
0.218887176236202,0.267098845010076,0.276784295738532,0.287497006874118,0.297818920723977,0.318952546778176,0.332569369182308,0.334965024897698,0.346431449893443,0.361389879060169,0.373421904973055,"Namu Ukur"
0.207997632456255,0.211882362165488,0.252614149293894,0.263733338436617,0.292172134655252,0.313237541060099,0.323321366209212,0.34172824630949,0.352524715036154,0.36833454036804,0.381180177352212,"Namu Trasi"
0.430062061548233,0.395653775370703,0.304191581855218,0.309598103860172,0.345071877655854,0.336292563072805,0.32977914081261,0.326856140839215,0.337649370248473,0.337635927899312,0.339769129628329,"Kuala"
0.199514965967912,0.224937154282816,0.240786578662902,0.272878487204723,0.302209856677107,0.318688080532739,0.324328041254125,0.33632728584074,0.345582901096899,0.358670329283304,0.376000944349166,"Selesei"
0.154880340649363,0.193070211659664,0.215811913506109,0.246871053388879,0.282489450252736,0.30569327701202,0.316684850836045,0.335395199271142,0.353638313822728,0.368382797774551,0.383469031176024,"Sambi Rejo"
0.165180975560121,0.204004213129255,0.231834155076279,0.257344717997011,0.284735897281131,0.307412639678944,0.324360647460534,0.341072877717429,0.360771599144279,0.374119731206788,0.391733611743223,"Stabat"
0.167442385222257,0.189777937545269,0.221516523982628,0.257199933382036,0.283946882279053,0.304259663076636,0.321422604959464,0.341540680196845,0.362673762551458,0.375511155764859,0.390275318935366,"Karang Rejo"
0.866929717361927,0.903650485277176,0.857666022247738,0.822080296153823,0.75724399773801,0.674434563750962,0.52709091036034,0.454270739085328,0.436225216763401,0.410953576183917,0.396598927890229,"Stabat Lama"
0.657671146486935,0.583500147780234,0.497178109436247,0.42215051367664,0.368920019111381,0.351221525489385,0.349453399926424,0.331614394390367,0.326893032660032,0.332919689528025,0.337215049006787,"Sei Bambam"
0.413103202224842,0.355813209433109,0.318722358932442,0.304428262898746,0.29778161838726,0.301019380220687,0.304090376736389,0.301488577176447,0.3181399864399,0.328163004884528,0.33674823917375,"Sawit Seberang"
0.20291678312545,0.221300506451671,0.235553705348418,0.257997893027606,0.275022246419711,0.285100876767602,0.290992227664961,0.308253901898219,0.334971971964245,0.343871906691122,0.351562915992417,"Tanjung Selamat"
0.804779625708057,0.760525079710143,0.711051844737747,0.627731656130308,0.460014631940412,0.42208518493825,0.399796309827182,0.375649893583613,0.366359891140781,0.362938657869895,0.366121054238773,"Tanjung Beringin"
0.0828940676275029,0.112689721658155,0.153149794548368,0.194724544144915,0.224092288902312,0.23915646435122,0.27694546446167,0.300373125433922,0.316354009073417,0.335605877306248,0.355567677433033,"Desa Teluk"
0.10252911423507,0.141139002462082,0.183816678882451,0.217331342678517,0.236032982440387,0.262062518453261,0.286891629431872,0.31520820568617,0.332820411542378,0.344337459536724,0.358201008907992,"Hinai Kiri"
0.0936297896876931,0.0934738526887753,0.132199649677704,0.159470754740543,0.208037123329153,0.227757098387692,0.25211790027418,0.278589753386523,0.308302335348514,0.326103379943919,0.341044517179107,"Secanggang"
0.114671655664487,0.133381677444203,0.182878242362113,0.200717971873803,0.227214143132525,0.249631714075804,0.275879913826266,0.30324815451623,0.328218029894061,0.340780632234149,0.352453657296916,"Pantai Cermin"
0.173293192870915,0.190143506425589,0.225644419012406,0.247831492169951,0.267857550715743,0.296206341212631,0.31864364229395,0.337810955699336,0.347566187371941,0.366528989332063,0.384385762881541,"Gebang"
0.181415271598025,0.19596730995128,0.218124995119551,0.242127134718678,0.261992698886865,0.286199822415861,0.311602402072881,0.330564801686097,0.344299785623248,0.360979778673264,0.372384440629318,"Pangkalan Brandan"
0.156575156264563,0.180209116087457,0.186457289066517,0.207650310908244,0.236159282572915,0.247313775454781,0.27583829742155,0.306098138746997,0.323790959868811,0.340829814037749,0.352602534358831,"Securai"
0.184118203197916,0.184704376177655,0.210429465578448,0.19849501096684,0.204887075894154,0.231416650795533,0.25035692248193,0.28189951779058,0.292625383473933,0.267917902030972,0.294855093130699,"Desa Lama"
